datasetID	verbatimIdentification	taxonID	concept	root_class	qualifier	plankton	status	method	donor	identifiedBy	dateIdentified	identificationReferences	confidence	remarks
zooscan	ephyra	pzt:000411	scyphozoa	living	full_body	true	accepted							
zooscan	eudoxie_Abylopsis tetragona	pzt:000384	abylopsis tetragona	living	full_body	true	accepted							
zooscan	eudoxie_Diphyidae	pzt:000387	diphyidae	living	full_body	true	accepted							
zooscan	fiber	pzt:000014	fiber	detritus	unqualified	false	accepted							
zooscan	gonophore_Abylopsis tetragona	pzt:000384	abylopsis tetragona	living	full_body	true	accepted							
zooscan	gonophore_Diphyidae	pzt:000387	diphyidae	living	full_body	true	accepted							
zooscan	head_Chaetognatha	pzt:000304	chaetognatha	detritus	part_head	false	accepted							
zooscan	juvenile_Salpida	pzt:000344	salpida	living	full_body	true	accepted							
zooscan	larvae_Annelida	pzt:000045	annelida	living	larvae	true	accepted							
zooscan	larvae_Echinodermata	pzt:000428	echinodermata	living	larvae	true	accepted							
zooscan	larvae_Luciferidae	pzt:000276	luciferidae	living	larvae	true	accepted							
zooscan	larvae_Mysida	pzt:000290	mysida	living	larvae	true	accepted							
zooscan	larvae_Porcellanidae	pzt:000280	porcellanidae	living	larvae	true	accepted							
zooscan	larvae_Stomatopoda	pzt:000293	stomatopoda	living	larvae	true	accepted							
zooscan	megalopa	pzt:000273	decapoda	living	full_body	true	accepted							
zooscan	metanauplii_Crustacea	pzt:000062	arthropoda	living	full_body	true	accepted							
zooscan	nauplii_Cirripedia	pzt:000300	thecostraca	living	full_body	true	accepted							
zooscan	nauplii_Crustacea	pzt:000062	arthropoda	living	full_body	true	accepted							
zooscan	nectophore_Abylopsis tetragona	pzt:000384	abylopsis tetragona	living	full_body	true	accepted							
zooscan	nectophore_Diphyidae	pzt:000387	diphyidae	living	full_body	true	accepted							
zooscan	nectophore_Hippopodiidae	pzt:000391	hippopodiidae	living	full_body	true	accepted							
zooscan	nectophore_Physonectae	pzt:000381	siphonophorae	living	full_body	true	accepted							
zooscan	nucleus	pzt:000345	salpidae	living	full_body	true	accepted							
zooscan	other_egg	pzt:000010	egg	living	egg	false	accepted							
zooscan	other_living	pzt:000238	monstrilloida	living	full_body	true	accepted							
zooscan	part_Annelida	pzt:000045	annelida	detritus	part	false	accepted							
zooscan	part_Cnidaria	pzt:000346	cnidaria	detritus	part	false	accepted							
zooscan	part_Crustacea	pzt:000062	arthropoda	detritus	part	false	accepted							
zooscan	part_Mollusca	pzt:000438	mollusca	detritus	part	false	accepted							
zooscan	part_Siphonophorae	pzt:000381	siphonophorae	detritus	part	false	accepted							
zooscan	pluteus_Echinoidea	pzt:000433	echinoidea	living	full_body	true	accepted							
zooscan	pluteus_Ophiuroidea	pzt:000435	ophiuroidea	living	full_body	true	accepted							
zooscan	protozoea_Eumalacostraca	pzt:000290	mysida	living	full_body	true	accepted							
zooscan	protozoea_Penaeidae	pzt:000279	penaeidae	living	full_body	true	accepted							
zooscan	protozoea_Sergestidae	pzt:000281	sergestidae	living	full_body	true	accepted							
zooscan	seaweed	pzt:000038	seaweed	living	full_body	false	accepted							
zooscan	siphonula	pzt:000381	siphonophorae	living	full_body	true	accepted							
zooscan	tail_Appendicularia	pzt:000313	appendicularia	detritus	part_tail	false	accepted							
zooscan	tail_Chaetognatha	pzt:000304	chaetognatha	detritus	part_tail	false	accepted							
zooscan	trunk_Appendicularia	pzt:000317	oikopleuridae	detritus	part_trunk	false	accepted							
zooscan	zoea_Brachyura	pzt:000273	decapoda	living	full_body	true	accepted							
zooscan	zoea_Galatheidae	pzt:000274	galatheidae	living	full_body	true	accepted							
