Dataset,Raw_Labels,Kingdom,Phylum,Class,Order,Family,Genus,Species,proposed_label,plankton,living,root_class,qualifier,wikidata_ID,aphia_ID,NCBI_ID,BOLD_ID,ecotaxa_ID
zoocamnet,comb_Ctenophora,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,ctenophora,,ctenophora,True,True,living,full_body,Q25661394,163921.0,1003038.0,249225.0,456;559
zoocamnet,Ctenophora,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,ctenophora,,ctenophora,True,True,living,full_body,Q25661394,163921.0,1003038.0,249225.0,456;559
zooscan,Ctenophora,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,ctenophora,,ctenophora,True,True,living,full_body,Q25661394,163921.0,1003038.0,249225.0,456;559
planktoscope,part_Ctenophora,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,ctenophora,,ctenophora,False,False,detritus,part,Q25661394,163921.0,1003038.0,249225.0,456;559
global_uvp5,tentacle<Ctenophora,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,ctenophora,,ctenophora,False,False,detritus,part_tentacle,Q25661394,163921.0,1003038.0,249225.0,456;559
global_uvp5,Cubozoa,animalia,cnidaria,cubozoa,,,,,cubozoa,True,True,living,full_body,Q273179,135219.0,6137.0,304228.0,
zooscan,Cumacea,animalia,arthropoda,malacostraca,cumacea,,,,cumacea,True,True,living,full_body,Q72554,1137.0,27412.0,348.0,278
flowcamnet,cyano a,bacteria,cyanobacteria,,,,,,cyanobacteria,True,True,living,full_body,Q93315,146537.0,1117.0,1349790.0,697
flowcamnet,cyano b,bacteria,cyanobacteria,,,,,,cyanobacteria,True,True,living,full_body,Q93315,146537.0,1117.0,1349790.0,697
planktoscope,Cyanobacteria_Bacteria,bacteria,cyanobacteria,,,,,,cyanobacteria,True,True,living,full_body,Q93315,146537.0,1117.0,1349790.0,697
syke_ifcb_2022,Heterocyte,bacteria,cyanobacteria,,,,,,cyanobacteria,True,True,living,full_body,Q93315,146537.0,1117.0,1349790.0,697
flowcamnet,UCYNA like,bacteria,cyanobacteria,cyanophyceae,,,,,cyanophyceae,True,True,living,like,Q18575364,146542.0,3028117.0,391327.0,697
zoolake,filament,bacteria,cyanobacteria,cyanophyceae,,,,,cyanophyceae,True,True,living,full_body,Q18575364,146542.0,3028117.0,391327.0,697
zoolake,maybe_cyano,bacteria,cyanobacteria,cyanophyceae,,,,,cyanophyceae,True,True,living,like,Q18575364,146542.0,3028117.0,391327.0,697
sykezooscan2024,Copepoda_cyclopoida,animalia,arthropoda,copepoda,cyclopoida,,,,cyclopoida,True,True,living,full_body,Q899782,1101.0,84308.0,392.0,66
zoocamnet,Cyclopoida,animalia,arthropoda,copepoda,cyclopoida,,,,cyclopoida,True,True,living,full_body,Q899782,1101.0,84308.0,392.0,66
zoocamnet,Poecilostomatoida,animalia,arthropoda,copepoda,cyclopoida,,,,cyclopoida,True,True,living,full_body,Q899782,1101.0,84308.0,392.0,66
sykezooscan2024,Copepoda_nauplius,animalia,arthropoda,copepoda,cyclopoida,cyclopidae,cyclops,,cyclops,True,True,living,full_body,Q1421606,149782.0,263416.0,302138.0,66
zoolake,cyclops,animalia,arthropoda,copepoda,cyclopoida,cyclopidae,cyclops,,cyclops,True,True,living,full_body,Q1421606,149782.0,263416.0,302138.0,66
zoolake,nauplius,animalia,arthropoda,copepoda,cyclopoida,cyclopidae,cyclops,,cyclops,True,True,living,full_body,Q1421606,149782.0,263416.0,302138.0,66
syke_ifcb_2022,Cyclotella_choctawhatcheeana,chromista,heterokontophyta,bacillariophyceae,thalassiosirales,stephanodiscaceae,cyclotella,choctawhatcheeana,cyclotella choctawhatcheeana,True,True,living,full_body,Q67886087,148908.0,310905.0,604181.0,711
planktonset1.0,ctenophore_cydippid_no_tentacles,animalia,ctenophora,tentaculata,cydippida,,,,cydippida,True,True,living,full_body,Q151079,1251.0,50341.0,249256.0,456;559
planktonset1.0,ctenophore_cydippid_tentacles,animalia,ctenophora,tentaculata,cydippida,,,,cydippida,True,True,living,full_body,Q151079,1251.0,50341.0,249256.0,456;559
whoi,Cylindrotheca,chromista,heterokontophyta,bacillariophyceae,bacillariales,bacillariaceae,cylindrotheca,,cylindrotheca,True,True,living,full_body,Q23821592,149003.0,2852.0,87577.0,711
medplanktonset,Cylindrotheca_closterium-like,chromista,heterokontophyta,bacillariophyceae,bacillariales,bacillariaceae,cylindrotheca,closterium,cylindrotheca closterium,True,True,living,like,Q61998601,149004.0,2856.0,87578.0,711
syke_ifcb_2022,Cymbomonas_tetramitiformis,plantae,chlorophyta,pyramimonadophyceae,pyramimonadales,pyramimonadaceae,cymbomonas,tetramitiformis,cymbomonas tetramitiformis,True,True,living,full_body,Q69728784,134545.0,36881.0,440876.0,
zooscan,Cymbulia peroni,animalia,mollusca,gastropoda,pteropoda,cymbuliidae,cymbulia,peronii,cymbulia peronii,True,True,living,full_body,Q3796341,139494.0,3108434.0,1300495.0,268
planktoscope,Cyttarocylis,chromista,ciliophora,oligotrichea,choreotrichida,cyttarocylididae,cyttarocylis,,cyttarocylis,True,True,living,full_body,Q25362603,150205.0,1176358.0,1022867.0,657
flowcamnet,Dactyliosolen,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,dactyliosolen,,dactyliosolen,True,True,living,full_body,Q25366440,149309.0,1118494.0,292848.0,700
whoi,Dactyliosolen,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,dactyliosolen,,dactyliosolen,True,True,living,full_body,Q25366440,149309.0,1118494.0,292848.0,700
medplanktonset,Dactyliosolen_blavyanus,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,dactyliosolen,blavyanus,dactyliosolen blavyanus,True,True,living,full_body,Q67899378,179786.0,1334934.0,292848.0,700
medplanktonset,Dactyliosolen_fragilissimus,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,dactyliosolen,fragilissimus,dactyliosolen fragilissimus,True,True,living,full_body,Q67899384,149310.0,1118495.0,292848.0,700
planktoscope,Dadayiella,chromista,ciliophora,oligotrichea,choreotrichida,tintinnidae,dadayiella,,dadayiella,True,True,living,full_body,Q25362682,183541.0,1292460.0,1022867.0,527
sykezooscan2024,Daphnia_sp,animalia,arthropoda,branchiopoda,anomopoda,daphniidae,daphnia,,daphnia,True,True,living,full_body,Q269354,148370.0,6668.0,4582.0,
zoolake,daphnia,animalia,arthropoda,branchiopoda,anomopoda,daphniidae,daphnia,,daphnia,True,True,living,full_body,Q269354,148370.0,6668.0,4582.0,
zoolake,daphnia_skins,animalia,arthropoda,branchiopoda,anomopoda,daphniidae,daphnia,,daphnia,False,False,detritus,part_skin,Q269354,148370.0,6668.0,4582.0,
global_uvp5,Decapoda,animalia,arthropoda,malacostraca,decapoda,,,,decapoda,True,True,living,full_body,Q4610,1130.0,6683.0,336.0,645
global_uvp5,megalopa,animalia,arthropoda,malacostraca,decapoda,,,,decapoda,True,True,living,full_body,Q4610,1130.0,6683.0,336.0,645
jedioceans,LClass_Cr.16.Decapoda,animalia,arthropoda,malacostraca,decapoda,,,,decapoda,True,True,living,full_body,Q4610,1130.0,6683.0,336.0,645
planktonset1.0,decapods,animalia,arthropoda,malacostraca,decapoda,,,,decapoda,True,True,living,full_body,Q4610,1130.0,6683.0,336.0,645
planktonset1.0,shrimp_caridean,animalia,arthropoda,malacostraca,decapoda,,,,decapoda,True,True,living,full_body,Q4610,1130.0,6683.0,336.0,645
planktonset1.0,shrimp_zoea,animalia,arthropoda,malacostraca,decapoda,,,,decapoda,True,True,living,full_body,Q4610,1130.0,6683.0,336.0,645
planktoscope,zoea_Decapoda,animalia,arthropoda,malacostraca,decapoda,,,,decapoda,True,True,living,full_body,Q4610,1130.0,6683.0,336.0,645
zoocamnet,Decapoda,animalia,arthropoda,malacostraca,decapoda,,,,decapoda,True,True,living,full_body,Q4610,1130.0,6683.0,336.0,645
zoocamnet,megalopa,animalia,arthropoda,malacostraca,decapoda,,,,decapoda,True,True,living,full_body,Q4610,1130.0,6683.0,336.0,645
zoocamnet,zoea_brachyura,animalia,arthropoda,malacostraca,decapoda,,,,decapoda,True,True,living,full_body,Q4610,1130.0,6683.0,336.0,645
zooscan,megalopa,animalia,arthropoda,malacostraca,decapoda,,,,decapoda,True,True,living,full_body,Q4610,1130.0,6683.0,336.0,645
zooscan,zoea_Brachyura,animalia,arthropoda,malacostraca,decapoda,,,,decapoda,True,True,living,full_body,Q4610,1130.0,6683.0,336.0,645
planktonset1.0,shrimp-like_other,animalia,arthropoda,malacostraca,decapoda,,,,decapoda,True,True,living,like,Q4610,1130.0,6683.0,336.0,645
whoi,Delphineis,chromista,heterokontophyta,bacillariophyceae,rhaponeidales,rhaphoneidaceae,delphineis,,delphineis,True,True,living,full_body,Q25366584,149179.0,265589.0,187444.0,711
flowcamnet,detritus,,,,,,,,detritus,False,False,detritus,,,,,,207;666;717
global_uvp5,dark<detritus,,,,,,,,detritus,False,False,detritus,,,,,,207;666;717
global_uvp5,detritus,,,,,,,,detritus,False,False,detritus,,,,,,207;666;717
global_uvp5,fluffy<detritus,,,,,,,,detritus,False,False,detritus,,,,,,207;666;717
global_uvp5,light<detritus,,,,,,,,detritus,False,False,detritus,,,,,,207;666;717
global_uvp5,sphere<detritus,,,,,,,,detritus,False,False,detritus,,,,,,207;666;717
isiisnet,detritus,,,,,,,,detritus,False,False,detritus,,,,,,207;666;717
jedioceans,LClass_Detritus,,,,,,,,detritus,False,False,detritus,,,,,,207;666;717
jedioceans,LClass_Detritus_dot,,,,,,,,detritus,False,False,detritus,,,,,,207;666;717
jedioceans,LClass_Detritus_stickers,,,,,,,,detritus,False,False,detritus,,,,,,207;666;717
planktonset1.0,detritus_blob,,,,,,,,detritus,False,False,detritus,,,,,,207;666;717
planktonset1.0,detritus_filamentous,,,,,,,,detritus,False,False,detritus,,,,,,207;666;717
planktonset1.0,detritus_other,,,,,,,,detritus,False,False,detritus,,,,,,207;666;717
planktoscope,dark_detritus,,,,,,,,detritus,False,False,detritus,,,,,,207;666;717
planktoscope,detritus,,,,,,,,detritus,False,False,detritus,,,,,,207;666;717
planktoscope,fiber_detritus,,,,,,,,detritus,False,False,detritus,,,,,,207;666;717
planktoscope,light_detritus,,,,,,,,detritus,False,False,detritus,,,,,,207;666;717
planktoscope,sphere_detritus,,,,,,,,detritus,False,False,detritus,,,,,,207;666;717
uvp6net,detritus,,,,,,,,detritus,False,False,detritus,,,,,,207;666;717
whoi,detritus,,,,,,,,detritus,False,False,detritus,,,,,,207;666;717
zoocamnet,detritus,,,,,,,,detritus,False,False,detritus,,,,,,207;666;717
zoocamnet,light_detritus,,,,,,,,detritus,False,False,detritus,,,,,,207;666;717
zoocamnet,medium_detritus,,,,,,,,detritus,False,False,detritus,,,,,,207;666;717
zooscan,detritus,,,,,,,,detritus,False,False,detritus,,,,,,207;666;717
zoolake,diaphanosoma,animalia,arthropoda,branchiopoda,ctenopoda,sididae,diaphanosoma,,diaphanosoma,True,True,living,full_body,Q4561167,234062.0,117531.0,5262.0,
flowcamnet,chainlarge,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,diatoma,,diatoma,True,True,living,full_body,Q14552177,149013.0,2862.0,603667.0,711
flowcamnet,chainthin,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,diatoma,,diatoma,True,True,living,full_body,Q14552177,149013.0,2862.0,603667.0,711
global_uvp5,Diatoma,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,diatoma,,diatoma,True,True,living,full_body,Q14552177,149013.0,2862.0,603667.0,711
zoocamnet,chainlarge,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,diatoma,,diatoma,True,True,living,full_body,Q14552177,149013.0,2862.0,603667.0,711
zoocamnet,Diatoma,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,diatoma,,diatoma,True,True,living,full_body,Q14552177,149013.0,2862.0,603667.0,711
zoocamnet,Diatoma tenuis,chromista,heterokontophyta,bacillariophyceae,fragilariales,fragilariaceae,diatoma,tenuis,diatoma tenuis,True,True,living,full_body,Q67871395,149014.0,426639.0,603665.0,711
planktoscope,Dictyocha,chromista,ochrophyta,dictyochophyceae,dictyochales,dictyochaceae,dictyocha,,dictyocha,True,True,living,full_body,Q25367449,157258.0,35686.0,603668.0,492;594
whoi,Dictyocha,chromista,ochrophyta,dictyochophyceae,dictyochales,dictyochaceae,dictyocha,,dictyocha,True,True,living,full_body,Q25367449,157258.0,35686.0,603668.0,492;594
medplanktonset,Dictyocha_fibula,chromista,ochrophyta,dictyochophyceae,dictyochales,dictyochaceae,dictyocha,fibula,dictyocha fibula,True,True,living,full_body,Q49620360,157463.0,214821.0,603669.0,492;594
flowcamnet,Dictyocysta,chromista,ciliophora,oligotrichea,choreotrichida,dictyocystidae,dictyocysta,,dictyocysta,True,True,living,full_body,Q25362604,196834.0,513214.0,1022867.0,481
planktoscope,Dictyocysta,chromista,ciliophora,oligotrichea,choreotrichida,dictyocystidae,dictyocysta,,dictyocysta,True,True,living,full_body,Q25362604,196834.0,513214.0,1022867.0,481
whoi,Didinium_sp,chromista,ciliophora,litostomatea,haptorida,didiniidae,didinium,,didinium,True,True,living,full_body,Q93422,341301.0,5996.0,72834.0,657
lensless,DIDINIUM NASUTUM,chromista,ciliophora,litostomatea,haptorida,didiniidae,didinium,nasutum,didinium nasutum,True,True,living,full_body,Q62001076,417328.0,5997.0,72834.0,657
lensless,DILEPTUS,chromista,ciliophora,litostomatea,haptorida,tracheliidae,dileptus,,dileptus,True,True,living,full_body,Q5276756,415302.0,71587.0,72834.0,657
planktoscope,Dinobryon,chromista,ochrophyta,chrysophyceae,chromulinales,dinobryaceae,dinobryon,,dinobryon,True,True,living,full_body,Q1226656,157240.0,98059.0,99200.0,
whoi,Dinobryon,chromista,ochrophyta,chrysophyceae,chromulinales,dinobryaceae,dinobryon,,dinobryon,True,True,living,full_body,Q1226656,157240.0,98059.0,99200.0,
zoolake,dinobryon,chromista,ochrophyta,chrysophyceae,chromulinales,dinobryaceae,dinobryon,,dinobryon,True,True,living,full_body,Q1226656,157240.0,98059.0,99200.0,
medplanktonset,Dinobryon_coalescens,chromista,ochrophyta,chrysophyceae,chromulinales,dinobryaceae,dinobryon,coalescens,dinobryon coalescens,True,True,living,full_body,Q1226656,573858.0,98059.0,99200.0,
flowcamnet,polar_view,chromista,myzozoa,dinophyceae,,,,,dinophyceae,True,True,living,full_body,Q2567254,19542.0,2864.0,317011.0,240
global_uvp5,Dinophyceae,chromista,myzozoa,dinophyceae,,,,,dinophyceae,True,True,living,full_body,Q2567254,19542.0,2864.0,317011.0,240
jedioceans,LClass_dinoflagelate,chromista,myzozoa,dinophyceae,,,,,dinophyceae,True,True,living,full_body,Q2567254,19542.0,2864.0,317011.0,240
jedioceans,LClass_Dinoflagellate,chromista,myzozoa,dinophyceae,,,,,dinophyceae,True,True,living,full_body,Q2567254,19542.0,2864.0,317011.0,240
medplanktonset,Naked_dinoflagellates,chromista,myzozoa,dinophyceae,,,,,dinophyceae,True,True,living,full_body,Q2567254,19542.0,2864.0,317011.0,240
planktoscope,Dinophyceae,chromista,myzozoa,dinophyceae,,,,,dinophyceae,True,True,living,full_body,Q2567254,19542.0,2864.0,317011.0,240
planktoscope,polar view,chromista,myzozoa,dinophyceae,,,,,dinophyceae,True,True,living,full_body,Q2567254,19542.0,2864.0,317011.0,240
syke_ifcb_2022,Dinophyceae,chromista,myzozoa,dinophyceae,,,,,dinophyceae,True,True,living,full_body,Q2567254,19542.0,2864.0,317011.0,240
whoi,dino_large1,chromista,myzozoa,dinophyceae,,,,,dinophyceae,True,True,living,full_body,Q2567254,19542.0,2864.0,317011.0,240
whoi,dino30,chromista,myzozoa,dinophyceae,,,,,dinophyceae,True,True,living,full_body,Q2567254,19542.0,2864.0,317011.0,240
whoi,Katodinium_or_Torodinium,chromista,myzozoa,dinophyceae,,,,,dinophyceae,True,True,living,full_body,Q2567254,19542.0,2864.0,317011.0,240
medplanktonset,Ornithocercus_spp._Histioneis_spp,chromista,myzozoa,dinophyceae,dinophysales,dinophysaceae,,,dinophysaceae,True,True,living,full_body,Q25364358,231772.0,47932.0,317119.0,240
flowcamnet,Dinophysis,chromista,myzozoa,dinophyceae,dinophysales,dinophysaceae,dinophysis,,dinophysis,True,True,living,full_body,Q5278597,109462.0,47933.0,317124.0,480;544;545
medplanktonset,Dinophysis_spp,chromista,myzozoa,dinophyceae,dinophysales,dinophysaceae,dinophysis,,dinophysis,True,True,living,full_body,Q5278597,109462.0,47933.0,317124.0,480;544;545
planktoscope,Dinophysis,chromista,myzozoa,dinophyceae,dinophysales,dinophysaceae,dinophysis,,dinophysis,True,True,living,full_body,Q5278597,109462.0,47933.0,317124.0,480;544;545
whoi,Dinophysis,chromista,myzozoa,dinophyceae,dinophysales,dinophysaceae,dinophysis,,dinophysis,True,True,living,full_body,Q5278597,109462.0,47933.0,317124.0,480;544;545
syke_ifcb_2022,Dinophysis_acuminata,chromista,myzozoa,dinophyceae,dinophysales,dinophysaceae,dinophysis,acuminata,dinophysis acuminata,True,True,living,full_body,Q16961867,109603.0,47934.0,317238.0,480;544;545
medplanktonset,Dinophysis_caudata,chromista,myzozoa,dinophyceae,dinophysales,dinophysaceae,dinophysis,caudata,dinophysis caudata,True,True,living,full_body,Q49630032,109612.0,150622.0,317124.0,544
planktoscope,Dinophysis caudata_Dinophysis,chromista,myzozoa,dinophyceae,dinophysales,dinophysaceae,dinophysis,caudata,dinophysis caudata,True,True,living,full_body,Q49630032,109612.0,150622.0,317124.0,544
medplanktonset,Dinophysis_parva,chromista,myzozoa,dinophyceae,dinophysales,dinophysaceae,dinophysis,parva,dinophysis parva,True,True,living,full_body,Q68417250,109643.0,47933.0,317124.0,480;544;545
medplanktonset,Dinophysis_sacculus,chromista,myzozoa,dinophyceae,dinophysales,dinophysaceae,dinophysis,sacculus,dinophysis sacculus,True,True,living,full_body,Q49550119,232261.0,83649.0,706290.0,480;544;545
medplanktonset,Dinophysis_tripos,chromista,myzozoa,dinophyceae,dinophysales,dinophysaceae,dinophysis,tripos,dinophysis tripos,True,True,living,full_body,Q49550128,109662.0,146760.0,317239.0,545
planktoscope,Dinophysis tripos,chromista,myzozoa,dinophyceae,dinophysales,dinophysaceae,dinophysis,tripos,dinophysis tripos,True,True,living,full_body,Q49550128,109662.0,146760.0,317239.0,545
zoocamnet,bract_Diphyidae,animalia,cnidaria,hydrozoa,siphonophorae,diphyidae,,,diphyidae,True,True,living,full_body,Q4008468,135338.0,168754.0,24305.0,342
zoocamnet,eudoxie_Diphyidae,animalia,cnidaria,hydrozoa,siphonophorae,diphyidae,,,diphyidae,True,True,living,full_body,Q4008468,135338.0,168754.0,24305.0,342
zoocamnet,gonophore_Diphyidae,animalia,cnidaria,hydrozoa,siphonophorae,diphyidae,,,diphyidae,True,True,living,full_body,Q4008468,135338.0,168754.0,24305.0,342
zoocamnet,nectophore_Diphyidae,animalia,cnidaria,hydrozoa,siphonophorae,diphyidae,,,diphyidae,True,True,living,full_body,Q4008468,135338.0,168754.0,24305.0,342
zooscan,bract_Diphyidae,animalia,cnidaria,hydrozoa,siphonophorae,diphyidae,,,diphyidae,True,True,living,full_body,Q4008468,135338.0,168754.0,24305.0,342
zooscan,eudoxie_Diphyidae,animalia,cnidaria,hydrozoa,siphonophorae,diphyidae,,,diphyidae,True,True,living,full_body,Q4008468,135338.0,168754.0,24305.0,342
zooscan,gonophore_Diphyidae,animalia,cnidaria,hydrozoa,siphonophorae,diphyidae,,,diphyidae,True,True,living,full_body,Q4008468,135338.0,168754.0,24305.0,342
zooscan,nectophore_Diphyidae,animalia,cnidaria,hydrozoa,siphonophorae,diphyidae,,,diphyidae,True,True,living,full_body,Q4008468,135338.0,168754.0,24305.0,342
zoolake,dirt,,,,,,,,dirt,False,False,inert,,,,,,
medplanktonset,Discosphaera_tubifera,chromista,haptophyta,coccolithophyceae,syracosphaerales,rhabdosphaeraceae,discosphaera,tubifera,discosphaera tubifera,True,True,living,full_body,Q23059044,573399.0,418941.0,730257.0,
global_uvp5,Metazoa,animalia,chordata,ascidiacea,aplousobranchia,holozoidae,distaplia,,distaplia,True,True,living,full_body,Q4924224,103464.0,322838.0,342724.0,
global_uvp5,Trochophora,animalia,chordata,ascidiacea,aplousobranchia,holozoidae,distaplia,,distaplia,True,True,living,full_body,Q4924224,103464.0,322838.0,342724.0,
flowcamnet,Ditylum,chromista,heterokontophyta,bacillariophyceae,lithodesmiales,lithodesmiaceae,ditylum,,ditylum,True,True,living,full_body,Q21078568,149022.0,49248.0,74454.0,542
