sequence	datasetID	verbatimIdentification
2219	tara_pacific_manta	Calanoida
2220	tara_pacific_manta	Gerridae
2221	tara_pacific_manta	Branchiostoma lanceolatum
2222	tara_pacific_manta	Orbulina
2223	tara_pacific_manta	Diacavolinia
2224	tara_pacific_manta	Actinopterygii
2225	tara_pacific_manta	Terebellidae
2226	tara_pacific_manta	Temoridae
2227	tara_pacific_manta	Pontellidae
2228	tara_pacific_manta	Metridinidae
2229	tara_pacific_manta	Euchaetidae
2230	tara_pacific_manta	Eucalanidae
2231	tara_pacific_manta	Centropagidae
2232	tara_pacific_manta	Candaciidae
2233	tara_pacific_manta	Calanidae
2234	tara_pacific_manta	Acartiidae
2235	tara_pacific_manta	Oithonidae
2236	tara_pacific_manta	Velella
2237	tara_pacific_manta	Aglaura
2238	tara_pacific_manta	Creseis virgula
2239	tara_pacific_manta	Creseis acicula
2240	tara_pacific_manta	Diacria trispinosa
2241	tara_pacific_manta	Hyperiidea
2242	tara_pacific_manta	Gammaridea
2243	tara_pacific_manta	Sapphirinidae
2244	tara_pacific_manta	Oncaeidae
2245	tara_pacific_manta	Corycaeidae
2246	tara_pacific_manta	Haloptilus
2247	tara_pacific_manta	Porpita porpita
2248	tara_pacific_manta	Chelophyes
2249	tara_pacific_manta	Physalia
2250	tara_pacific_manta	Rhopalonema velatum
2251	tara_pacific_manta	Brachyura
2252	tara_pacific_manta	Evadne
2253	tara_pacific_manta	Copilia
2254	tara_pacific_manta	Spirorbis
2255	tara_pacific_manta	Oxycephalidae
2256	tara_pacific_manta	Calocalanus pavo
2257	tara_pacific_manta	Pontellina plumata
2258	tara_pacific_manta	Phronima
2259	tara_pacific_manta	detritus<not-living
2260	tara_pacific_manta	larvae<Annelida
2261	tara_pacific_manta	part<Annelida
2262	tara_pacific_manta	cyphonautes
2263	tara_pacific_manta	tail<Chaetognatha
2264	tara_pacific_manta	part<Cnidaria
2265	tara_pacific_manta	nectophore<Abylopsis tetragona
2266	tara_pacific_manta	eudoxid<Abylopsis tetragona
2267	tara_pacific_manta	nectophore<Diphyidae
2268	tara_pacific_manta	eudoxid<Diphyidae
2269	tara_pacific_manta	nectophore<Hippopodiidae
2270	tara_pacific_manta	nectophore<Physonectae
2271	tara_pacific_manta	metanauplii<Crustacea
2272	tara_pacific_manta	protozoea<Penaeidae
2273	tara_pacific_manta	zoea<Galatheidae
2274	tara_pacific_manta	megalopa<Brachyura
2275	tara_pacific_manta	like<Laomediidae
2276	tara_pacific_manta	calyptopsis
2277	tara_pacific_manta	protozoea<Sergestidae
2278	tara_pacific_manta	protozoea<Mysida
2279	tara_pacific_manta	larvae<Squillidae
2280	tara_pacific_manta	nauplii<Cirripedia
2281	tara_pacific_manta	cypris<Cirripedia
2282	tara_pacific_manta	pluteus<Ophiuroidea
2283	tara_pacific_manta	pluteus<Echinoidea
2284	tara_pacific_manta	part<Mollusca
2285	tara_pacific_manta	tail<Appendicularia
2286	tara_pacific_manta	juvenile<Salpida
2287	tara_pacific_manta	chain<Salpida
2288	tara_pacific_manta	wing
2289	tara_pacific_manta	artefact
2290	tara_pacific_manta	other<Biota
2291	tara_pacific_manta	t002
2292	tara_pacific_manta	t003
2293	tara_pacific_manta	t004
2294	tara_pacific_manta	t005
2295	tara_pacific_manta	t007
2296	tara_pacific_manta	t008
2297	tara_pacific_manta	larvae<Porpitidae
2298	tara_pacific_manta	multiple<Copepoda
2299	tara_pacific_manta	dark<detritus
2300	tara_pacific_manta	fiber<plastic
2301	tara_pacific_manta	other<plastic
2302	tara_pacific_manta	bubble
2303	tara_pacific_manta	badfocus<artefact
2304	tara_pacific_manta	seaweed
2305	tara_pacific_manta	part<other
2306	tara_pacific_manta	othertocheck
2307	tara_pacific_manta	filament<plastic
2308	tara_pacific_manta	film
2309	tara_pacific_manta	fragment
2310	tara_pacific_manta	pellet
2311	tara_pacific_manta	multiple<plastic
2312	tara_pacific_manta	fiber<detritus
2313	tara_pacific_manta	egg<other
2314	tara_pacific_manta	multiple<other
2315	tara_pacific_manta	larvae<Crustacea
2316	tara_pacific_manta	part<Crustacea
2317	tara_pacific_manta	nauplii<Crustacea
2318	tara_pacific_manta	egg<Actinopterygii
2319	tara_pacific_manta	scale
2320	tara_pacific_manta	t010
2321	tara_pacific_manta	t012
2322	tara_pacific_manta	t013
2323	tara_pacific_manta	t014
2324	tara_pacific_manta	t015
2325	tara_pacific_manta	t016
2326	tara_pacific_manta	t017
2327	tara_pacific_manta	gonophore<Diphyidae
2328	tara_pacific_manta	part<Ctenophora
2329	tara_pacific_manta	ephyra<Scyphozoa
2330	tara_pacific_manta	egg<Mollusca
2331	tara_pacific_manta	gonophore<Abylopsis tetragona
2332	tara_pacific_manta	part<Siphonophorae
2333	tara_pacific_manta	cirrus
2334	tara_pacific_manta	badfocus<Copepoda
2335	tara_pacific_manta	head<Chaetognatha
2336	tara_pacific_manta	part<Copepoda
2337	tara_pacific_manta	polystyrene
2338	tara_pacific_manta	gonophore<Bassia bassensis
2339	tara_pacific_manta	nectophore<Bassia bassensis
2340	tara_pacific_manta	trunk<Appendicularia
2341	tara_pacific_manta	Pterotrachea
2342	tara_pacific_manta	Atlanta
2343	tara_pacific_manta	bract<Diphyidae
2344	tara_pacific_manta	bract<Abylopsis tetragona
2345	tara_pacific_manta	part<Thaliacea
2346	tara_pacific_manta	nucleus<Salpidae
2347	tara_pacific_manta	larvae<Porcellanidae
2348	tara_pacific_manta	zoea<Brachyura<Pleocyemata<Decapoda
2349	tara_pacific_manta	polype<Leptothecata
2350	tara_pacific_manta	polype<Anthozoa
2351	tara_pacific_manta	Miraciidae
2352	tara_pacific_manta	bract<Bassia bassensis
2353	tara_pacific_manta	nectophore<Eudoxoides spiralis
2354	tara_pacific_manta	eudoxid<Eudoxoides spiralis
2355	tara_pacific_manta	gonophore<Eudoxoides spiralis
2356	tara_pacific_manta	Lubbockia
2357	tara_pacific_manta	damaged<Copepoda
