sequence	datasetID	verbatimIdentification
800	planktonset1.0	hydromedusae_typeD
801	planktonset1.0	hydromedusae_typeD_bell_and_tentacles
802	planktonset1.0	hydromedusae_typeE
803	planktonset1.0	hydromedusae_typeF
804	uvp6net	other<Cnidaria
805	uvp6net	small<Cnidaria
806	zoocamnet	Hydrozoa
807	zooscan	Hydrozoa
808	planktonset1.0	hydromedusae_partial_dark
809	planktonset1.0	invertebrate_larvae_other_A
810	planktonset1.0	invertebrate_larvae_other_B
811	zoocamnet	Isias
812	planktoscope	Isthmia
813	medplanktonset	Kapelodinium_vestifici
814	medplanktonset	Karenia_spp
815	whoi	Karenia
816	medplanktonset	Karenia_papilionacea
817	syke_ifcb_2022	Katablepharis_remigera
818	flowcamnet	Katagnymene spiralis
819	zoolake	kellicottia
820	zoolake	keratella_cochlearis
821	zoolake	keratella_quadrata
822	whoi	Heterocapsa_triquetra
823	whoi	Laboea_strobila
824	planktoscope	Lauderia
825	whoi	Lauderia
826	medplanktonset	Lauderia_annulata
827	whoi	Leegaardiella_ovalis
828	planktoscope	Leprotintinnus
829	planktonset1.0	fish_larvae_leptocephali
830	medplanktonset	Leptocylindrus_spp
831	planktoscope	Leptocylindrus
832	whoi	Leptocylindrus
833	planktoscope	Leptocylindrus mediterraneus
834	whoi	Leptocylindrus_mediterraneus
835	zoolake	leptodora
836	global_uvp5	Leptothecata
837	medplanktonset	Licmophora_spp
838	planktoscope	Licmophora
839	syke_ifcb_2022	Licmophora_sp
840	whoi	Licmophora
841	global_uvp5	Limacina
842	global_uvp5	Limacina helicina
843	global_uvp5	Limacinidae
844	zoocamnet	Limacinidae
845	zooscan	Limacinidae
846	global_uvp5	like<Limacinidae
847	planktoscope	Lioloma
848	medplanktonset	Lioloma_pacificum
849	planktonset1.0	hydromedusae_liriope
850	zooscan	Liriope
851	planktoscope	Lithodesmium
852	medplanktonset	Lithodesmium_variabile
853	global_uvp5	Pterotracheoidea
854	planktonset1.0	heteropod
855	global_uvp5	Lobata
856	planktonset1.0	ctenophore_lobate
857	global_uvp5	Luciferidae
858	zooscan	larvae_Luciferidae
859	zoocamnet	Luidiidae
860	global_uvp5	Eumalacostraca
861	isiisnet	Eumalacostraca
862	uvp6net	Eumalacostraca
863	zooscan	Eumalacostraca
864	zoocamnet	shrimp_like
865	jedioceans	LClass_Pa.35.Marine_snow
866	jedioceans	LClass_Pa.35.Marine_snow_aggregate_large
867	jedioceans	LClass_Pa.35.Marine_snow_aggregate_medium
868	jedioceans	LClass_Pa.35.Marine_snow_aggregate_small
869	jedioceans	LClass_Pa.35.Marine_snow_com_large
870	jedioceans	LClass_Pa.35.Marine_snow_com_medium
871	jedioceans	LClass_Pa.35.Marine_snow_com_small
872	jedioceans	LClass_Pa.35.Marine_snow_stick
873	planktoscope	Mastogloia
874	planktoscope	Mediopyxis
875	global_uvp5	Medusettidae
876	global_uvp5	Melosira
877	syke_ifcb_2022	Melosira_arctica
878	flowcamnet	Melosiraceae
879	medplanktonset	Meringosphaera_mediterranea
880	syke_ifcb_2022	Merismopedia_sp
881	medplanktonset	Mesodinium_spp
882	whoi	Mesodinium_sp
883	syke_ifcb_2022	Mesodinium_rubrum
884	flowcamnet	Metacylis
885	zoocamnet	Metrinidae
886	planktoscope	Microsetella
887	zoocamnet	Microstella
888	jedioceans	LClass_Pa.39.Mineral
889	jedioceans	LClass_Pa.Mineral
890	global_uvp5	multiple organisms
891	jedioceans	LClass_multiple
892	jedioceans	LClass_Multiple_organisms
893	global_uvp5	light aggregates
894	whoi	mix
895	whoi	mix_elongated
896	zoocamnet	egg_Mollusca
897	zooscan	egg_Mollusca
898	global_uvp5	Mollusca
899	global_uvp5	veliger
900	isiisnet	Mollusca
901	jedioceans	LClass_Mollusca
902	planktoscope	veliger_Mollusca
903	zoocamnet	veliger
904	zooscan	part_Mollusca
905	global_uvp5	molt
906	planktoscope	molt
907	syke_ifcb_2022	Monoraphidium_contortum
908	zooscan	other_living
909	planktoscope	moving
910	global_uvp5	Munnopsinae
911	global_uvp5	Munnopsis
912	planktonset1.0	fish_larvae_myctophids
913	zooscan	Mysida
914	zooscan	protozoea_Eumalacostraca
915	zooscan	larvae_Mysida
916	sykezooscan2024	Mysis_sp
917	zoocamnet	Nannosquillidae
918	global_uvp5	Narcomedusae
919	planktonset1.0	hydromedusae_narco_dark
920	planktonset1.0	hydromedusae_narco_young
921	planktonset1.0	hydromedusae_narcomedusae
922	uvp6net	Narcomedusae
923	flowcamnet	Nassellaria
924	global_uvp5	Collodaria
925	global_uvp5	colonial<Collodaria
926	global_uvp5	solitaryblack
927	global_uvp5	solitaryglobule
928	isiisnet	colonial_colodaria
929	isiisnet	solitaryblack
930	planktoscope	Cystidium
931	planktoscope	Nassellaria_Polycystinea
932	uvp6net	cloud
933	uvp6net	Collodaria
934	uvp6net	solitaryblack
935	uvp6net	solitaryglobule
936	planktoscope	Naviculales
937	planktoscope	Nematoda
938	medplanktonset	Neobrightwellia_alternans
939	planktoscope	Neocalyptrella
940	flowcamnet	Neoceratium
941	planktoscope	Neoceratium
942	zoocamnet	Neoceratium
943	planktoscope	neoceratium gibberum concilians mix
944	planktoscope	part_Neoceratium
945	planktoscope	Eucampia cornuta
946	flowcamnet	Nitzschia
947	syke_ifcb_2022	Nitzschia_paleacea
948	jedioceans	LClass_Noctiluca_eggs
949	global_uvp5	Noctiluca sp.
950	planktonset1.0	protist_noctiluca
951	zoocamnet	Noctiluca
952	zooscan	Noctiluca
953	jedioceans	LClass_Df.03.Noctiluca_scintillans
954	global_uvp5	Nodularia
955	syke_ifcb_2022	Nodularia_spumigena
956	global_uvp5	Nudibranchia
957	zoocamnet	Obelia
958	zooscan	Obelia
959	planktoscope	Octactis
960	medplanktonset	Octactis_octonaria
961	flowcamnet	Odontella
962	planktoscope	Odontella_Mediophyceae
963	whoi	Odontella
964	flowcamnet	part_Odontella
965	planktoscope	Odontella mobiliensis
966	planktoscope	Odontella sinensis_Odontella
967	planktoscope	Oikopleuridae
968	zooscan	Oikopleuridae
969	zooscan	trunk_Appendicularia
970	planktonset1.0	copepod_cyclopoid_oithona_eggs
971	global_uvp5	Oithona
972	planktonset1.0	copepod_cyclopoid_oithona
973	flowcamnet	Oithonidae
974	planktoscope	Oithonidae
975	zooscan	Oithonidae
976	global_uvp5	Olindiidae
977	medplanktonset	Oltmannsiellopsis_viridis
978	zoocamnet	Oncaea
979	flowcamnet	Oncaeidae
980	planktoscope	Oncaeidae
981	zooscan	Oncaeidae
982	syke_ifcb_2022	Oocystis_sp
983	medplanktonset	Ophiaster_spp
984	planktoscope	ophiopluteus
985	zooscan	pluteus_Ophiuroidea
986	planktonset1.0	echinoderm_larva_pluteus_brittlestar
987	planktoscope	Ornithocercus
988	flowcamnet	Ornithocercus
989	planktoscope	Ornithocercus magnificus_Ornithocercus
990	planktoscope	Ornithocercus quadratus_Ornithocercus
991	planktoscope	Ornithocercus splendidus
992	planktoscope	Ornithocercus steinii
993	syke_ifcb_2022	Oscillatoriales
994	global_uvp5	Ostracoda
995	planktoscope	Ostracoda
996	uvp6net	Ostracoda
997	zooscan	Ostracoda
998	global_uvp5	like<Ostracoda
999	flowcamnet	other_living
1000	global_uvp5	living
1001	global_uvp5	other<living
1002	isiisnet	other_living
1003	planktoscope	other_living
1004	uvp6net	other<living
1005	zoocamnet	other_living
1006	global_uvp5	part<other
1007	jedioceans	LClass_organism_border
1008	jedioceans	LClass_Organism_parts_general
1009	global_uvp5	tentacle<gelatinous
1010	flowcamnet	dark
1011	flowcamnet	light
1012	global_uvp5	caps with filament
1013	global_uvp5	compact
1014	global_uvp5	dark<fluffy
1015	global_uvp5	darkrods
1016	global_uvp5	gelatinous
1017	global_uvp5	light<fluffy
1018	global_uvp5	othertocheck
1019	global_uvp5	temp cross
1020	global_uvp5	turbid
1021	isiisnet	streak
1022	jedioceans	LClass_Pa.Other_exuviae
1023	jedioceans	LRaw
1024	planktoscope	aggregates
1025	planktoscope	dry
1026	planktoscope	ghost
1027	planktoscope	multiple_other
1028	planktoscope	othertocheck
1029	planktoscope	rods_othertocheck
1030	whoi	bad
1031	whoi	other_interaction
1032	zoocamnet	gelatinous
1033	zoocamnet	other_plastic
1034	flowcamnet	Oxytoxum
1035	medplanktonset	Oxytoxum_spp
1036	planktoscope	Oxytoxum
1037	medplanktonset	Oxytoxum_cf._caudatum
1038	medplanktonset	Oxytoxum_cf._scolopax
1039	medplanktonset	Oxytoxum_cf._variabile
1040	zoolake	paradileptus
1041	planktoscope	Parafavella
1042	whoi	Paralia
1043	lensless	PARAMECIUM  BURSARIA
1044	planktoscope	Parundella_Xystonellidae
1045	whoi	Parvicorbicula_socialis
1046	syke_ifcb_2022	Pauliella_taeniata
1047	planktoscope	Pediastrum
1048	zooscan	protozoea_Penaeidae
1049	planktoscope	Penilia
1050	zoocamnet	Penilia
1051	zooscan	Penilia
1052	flowcamnet	pennate
1053	medplanktonset	Pennate_diatoms
1054	syke_ifcb_2022	Pennales_sp_thick
1055	syke_ifcb_2022	Pennales_sp_thin
1056	whoi	pennate
1057	whoi	pennate_morphotype1
1058	whoi	pennates_on_diatoms
1059	syke_ifcb_2022	Peridiniella_catenata_chain
1060	syke_ifcb_2022	Peridiniella_catenata_single
1061	planktoscope	Phaeocystis
1062	whoi	Phaeocystis
1063	medplanktonset	Phaeocystis_jahnii
1064	medplanktonset	Phalacroma_spp
1065	planktoscope	Phalacroma
1066	medplanktonset	Phalacroma_oxytoxoides
1067	zoocamnet	Phoronida
1068	global_uvp5	Phyllodocida
1069	uvp6net	Phyllodocida
1070	global_uvp5	Alciopidae
1071	global_uvp5	Phyllodocidae
1072	planktoscope	Plagiacanthidae
1073	medplanktonset	Plagiotropis_spp
1074	flowcamnet	Planktoniella sol
1075	planktoscope	Planktoniella sol
1076	global_uvp5	other<plastic
1077	planktoscope	fiber_plastic
1078	zoocamnet	fiber_plastic
1079	global_uvp5	Platyhelminthes
1080	zooscan	Metridinidae
1081	whoi	Pleuronema_sp
1082	whoi	Pleurosigma
1083	medplanktonset	Pleurosigma spp._Gyrosigma_spp
1084	planktoscope	Pleurosigmataceae
1085	flowcamnet	Podolampas
1086	planktoscope	Podolampas_Podolampadaceae_Peridiniales_Dinophyceae
1087	planktoscope	Podolampas bipes
1088	medplanktonset	Podolampas_palmipes
1089	planktoscope	Podon
1090	sykezooscan2024	Podon_sp
1091	zoocamnet	Podon
1092	zooscan	Podon
1093	global_uvp5	Poeobius
1094	uvp6net	Annelida
1095	planktoscope	pollen
1096	whoi	pollen
1097	zoolake	polyarthra
1098	global_uvp5	trocophora
1099	jedioceans	LClass_29.Polychaeta
1100	planktonset1.0	polychaete
1101	sykezooscan2024	Polychaeta
1102	global_uvp5	Cytocladus
1103	global_uvp5	Orodaria
1104	medplanktonset	Polykrikos_kofoidii
1105	zoocamnet	Pontellidae
1106	zooscan	Pontellidae
1107	zoocamnet	Porcellanidae
1108	zooscan	larvae_Porcellanidae
1109	planktoscope	Porifera spicule
1110	flowcamnet	Poroecus
1111	planktoscope	Proboscia
1112	planktoscope	Proplectella
1113	whoi	Prorocentrum
1114	syke_ifcb_2022	Prorocentrum_cordatum
1115	medplanktonset	Prorocentrum_cf._gracile
1116	medplanktonset	Prorocentrum_redfieldii
1117	whoi	Proterythropsis_sp
1118	medplanktonset	Protoceratium_reticulatum
1119	flowcamnet	Protoperidinium
1120	planktoscope	Protoperidinium
1121	whoi	Protoperidinium
1122	medplanktonset	Protoperidinium_diabolus
1123	medplanktonset	Protoperidinium_cf._divergens
1124	medplanktonset	Pseliodinium_fusus
1125	global_uvp5	Pseudocalanus
1126	whoi	Pseudochattonella_farcimen
1127	planktoscope	Pseudo-Nitzschia chain
1128	flowcamnet	Pseudo-Nitzschia chain
1129	medplanktonset	Pseudo-nitzschia_spp._2_cells
1130	medplanktonset	Pseudo-nitzschia_spp._3_cells
1131	medplanktonset	Pseudo-nitzschia_spp._4_cells
1132	medplanktonset	Pseudo-nitzschia_spp._5_cells
1133	medplanktonset	Pseudo-nitzschia_spp._6_cells
1134	medplanktonset	Pseudo-nitzschia_spp._7_cells
1135	medplanktonset	Pseudo-nitzschia_spp._single_cell
1136	whoi	Pseudonitzschia
1137	syke_ifcb_2022	Pseudopedinella_sp
1138	planktoscope	Pseudosolenia
1139	medplanktonset	Pseudosolenia_calcar-avis
1140	global_uvp5	Gymnosomata
1141	jedioceans	LClass_Pteropod
1142	planktonset1.0	pteropod_triangle
1143	zooscan	Gymnosomata
1144	medplanktonset	Pterosperma_spp
1145	planktoscope	Pterosperma
1146	planktoscope	Ptychocylis
1147	medplanktonset	Pyramimonas_spp
1148	syke_ifcb_2022	Pyramimonas_sp
1149	whoi	Pyramimonas_longicauda
1150	flowcamnet	Pyrocystaceae
1151	isiisnet	Pyrocystis
1152	planktoscope	Pyrocystis
1153	planktoscope	Pyrocystis fusiformis
1154	planktoscope	Pyrocystis hamulus
1155	medplanktonset	Pyrocystis_cf._lunula
1156	planktoscope	Pyrocystis lunula
1157	planktoscope	Pyrocystis noctiluca
1158	flowcamnet	Pyrophacus
1159	planktoscope	Pyrophacus
1160	medplanktonset	Pyrophacus_horologium
1161	global_uvp5	Pyrosoma
1162	global_uvp5	Pyrosomatida
1163	zooscan	Pyrosomatida
1164	jedioceans	LClass_Ra.25.Radiolaria
1165	jedioceans	LClass_Ra.25.Radiolaria_2
1166	jedioceans	LClass_Ra.Radiolaria
1167	medplanktonset	Radiolaria
1168	planktonset1.0	radiolarian_chain
1169	planktonset1.0	radiolarian_colony
1170	planktoscope	aggregate_Radiolaria
1171	uvp6net	reflection
1172	flowcamnet	Rhabdonellidae
1173	planktoscope	Rhabdonella
1174	planktoscope	Rhabdonellopsis
1175	medplanktonset	Rhabdosphaera_clavigera
1176	zooscan	Rhincalanidae
1177	flowcamnet	Rhizosolenia inter. Richelia
1178	planktoscope	Rhizosolenia
1179	planktoscope	Rhizosolenia inter. Richelia
1180	whoi	Rhizosolenia
1181	zoocamnet	Rhizosolenids
1182	planktoscope	Rhizosolenia bergonii
1183	flowcamnet	Rhizosoleniaceae
1184	medplanktonset	Guinardia_striata_Dactyliosolen_phuketensis
1185	medplanktonset	Proboscia_spp._Rhizosolenia_spp
1186	planktoscope	dactyliosolen guinardia mix
1187	global_uvp5	Rhizostomeae
1188	global_uvp5	Rhopalonema
1189	global_uvp5	Rhopalonema velatum
1190	zooscan	Rhopalonema velatum
1191	global_uvp5	Rhopalonematidae
1192	isiisnet	Rhopalonematidae
1193	flowcamnet	Richelia
1194	planktoscope	Rotifera
1195	zoolake	rotifers
1196	planktonset1.0	chaetognath_sagitta
1197	global_uvp5	chain
1198	global_uvp5	juvenile
1199	global_uvp5	Salpida
1200	jedioceans	LClass_salps
1201	planktonset1.0	tunicate_salp
1202	planktonset1.0	tunicate_salp_chains
1203	uvp6net	chain<Salpida
1204	uvp6net	Salpida
1205	zooscan	juvenile_Salpida
1206	zooscan	Salpida
1207	global_uvp5	like<Salpida
1208	global_uvp5	Salpidae
1209	zooscan	endostyle
1210	zooscan	nucleus
1211	flowcamnet	Salpingella
1212	planktoscope	Salpingella_Tintinnidiidae
1213	planktoscope	sand
1214	zooscan	Sapphirinidae
1215	global_uvp5	Sarsia
1216	medplanktonset	Scrippsiella_acuminata_like
1217	medplanktonset	Scyphosphaera_apsteinii
1218	planktoscope	Scyphosphaera apsteinii
1219	global_uvp5	Scyphozoa
1220	isiisnet	ephyra
1221	planktonset1.0	ephyra
1222	zooscan	ephyra
1223	planktoscope	seaweed
1224	zooscan	seaweed
1225	global_uvp5	Semaeostomeae
1226	planktonset1.0	shrimp_sergestidae
1227	zooscan	protozoea_Sergestidae
1228	sykezooscan2024	Sessilia
1229	flowcamnet	ball_bearing_like
1230	flowcamnet	contrasted_blob
1231	flowcamnet	crumple sphere
1232	flowcamnet	darkrods
1233	flowcamnet	darksphere
1234	flowcamnet	dinophyceae_shape
1235	flowcamnet	lightrods
1236	flowcamnet	lightsphere
1237	flowcamnet	transparent_u
1238	global_uvp5	beanlike
1239	global_uvp5	dark<sphere
1240	global_uvp5	light<sphere
1241	global_uvp5	ovoid
1242	global_uvp5	sphere<othertocheck
1243	isiisnet	vertical line
1244	planktoscope	crumple sphere
1245	planktoscope	dark_sphere
1246	planktoscope	ushape
1247	uvp6net	darksphere
1248	jedioceans	LClass_shell
1249	global_uvp5	Siphodera
1250	jedioceans	LClass_siphonophora
1251	global_uvp5	Siphonophorae
1252	isiisnet	Siphonophorae
1253	planktonset1.0	siphonophore_calycophoran_rocketship_adult
1254	planktonset1.0	siphonophore_calycophoran_rocketship_young
1255	planktonset1.0	siphonophore_physonect
1256	planktonset1.0	siphonophore_physonect_young
1257	uvp6net	Siphonophorae
1258	zoocamnet	other_Siphonophorae
1259	zoocamnet	Physonectae
1260	zooscan	nectophore_Physonectae
1261	zooscan	Physonectae
1262	zooscan	siphonula
1263	global_uvp5	part<Siphonophorae
1264	planktonset1.0	siphonophore_other_parts
1265	planktonset1.0	siphonophore_partial
1266	zooscan	part_Siphonophorae
1267	global_uvp5	tentacle<Siphonophorae
1268	medplanktonset	Skeletonema_pseudocostatum_Skeletonema_tropicum
1269	planktoscope	Skeletonema
1270	whoi	Skeletonema
1271	syke_ifcb_2022	Skeletonema_marinoi
1272	medplanktonset	Skeletonema_menzelii
1273	global_uvp5	Sminthea
1274	global_uvp5	Solmaris
1275	planktonset1.0	hydromedusae_solmaris
1276	global_uvp5	Solmarisidae
1277	planktonset1.0	hydromedusae_solmundella
1278	global_uvp5	Solmundella bitentaculata
1279	zooscan	actinula
1280	zooscan	Solmundella bitentaculata
1281	medplanktonset	Sourniaea_diacantha
1282	planktonset1.0	siphonophore_calycophoran_sphaeronectes
1283	planktonset1.0	siphonophore_calycophoran_sphaeronectes_stem
1284	planktonset1.0	siphonophore_calycophoran_sphaeronectes_young
1285	lensless	SPIROSTOMUM AMBIGUUM
1286	planktoscope	Spongodiscidae
1287	whoi	spore
1288	flowcamnet	Spumellaria
1289	planktoscope	Spumellaria
1290	flowcamnet	Steenstrupiella
1291	planktoscope	Steenstrupiella
1292	global_uvp5	Stegocephalus inflatus
1293	planktoscope	stellate hairs
1294	lensless	STENTOR COERULEUS
1295	whoi	Stephanopyxis
1296	planktoscope	Sticholonche
1297	planktonset1.0	stomatopod
1298	zooscan	larvae_Stomatopoda
1299	planktoscope	Striatella
1300	whoi	Strobilidium_morphotype1
1301	whoi	Strombidium_morphotype1
1302	whoi	Strombidium_morphotype2
1303	whoi	Strombidium_capitatum
1304	whoi	Strombidium_conicum
1305	whoi	Strombidium_inclinatum
1306	whoi	Strombidium_oculatum
1307	whoi	Strombidium_wulffi
1308	global_uvp5	Swima
1309	uvp6net	Swima
1310	sykezooscan2024	Synchaeta_sp
1311	zoolake	synchaeta
1312	medplanktonset	Syracosphaera_pulchra
1313	syke_ifcb_2022	Cryptophyceae-Teleaulax
1314	global_uvp5	Teleostei
1315	planktonset1.0	fish_larvae_deep_body
1316	planktonset1.0	fish_larvae_medium_body
1317	planktonset1.0	fish_larvae_thin_body
1318	planktonset1.0	fish_larvae_very_thin_body
1319	planktoscope	nauplii_Temora
1320	planktoscope	Temora
1321	zoocamnet	Temoridae
1322	zooscan	Temoridae
1323	global_uvp5	like<Temoridae
1324	medplanktonset	Tenuicylindrus_belgicus
1325	medplanktonset	Thalassionema_spp
1326	whoi	Thalassionema
1327	zoocamnet	Thalassionema
1328	flowcamnet	Thalassionematales
1329	planktoscope	Thalassionematales
1330	medplanktonset	Thalassiosira_spp
1331	whoi	Thalassiosira
1332	whoi	Thalassiosira_dirty
1333	medplanktonset	Thalassiosira_gravida
1334	syke_ifcb_2022	Thalassiosira_levanderi
1335	planktoscope	Thalassiosirales
1336	global_uvp5	Thaliacea
1337	zoocamnet	Thaliacea
1338	global_uvp5	Phaeodaria
1339	global_uvp5	unknown
1340	planktoscope	Phaeodaria
1341	zooscan	Phaeodaria
1342	global_uvp5	like<Phaeodaria
1343	global_uvp5	Thecosomata
1344	planktonset1.0	pteropod_butterfly
1345	planktonset1.0	pteropod_theco_dev_seq
1346	jedioceans	LClass_Ba.Barnacle_nauplius
1347	jedioceans	LClass_barnacle
1348	jedioceans	LClass_Barnacle_exuviae
1349	jedioceans	LClass_Pa.37.Barnacle_exuviae
1350	planktoscope	nauplii_Cirripedia
1351	zoocamnet	Ciripedia
1352	zooscan	cirrus
1353	zooscan	cypris
1354	zooscan	nauplii_Cirripedia
1355	jedioceans	LClass_Ba.22.Cypris_larva
1356	medplanktonset	Tiarina_spp
1357	planktoscope	Tiarina
1358	whoi	Tiarina_fusus
1359	whoi	Tintinnid
1360	planktoscope	Tintinnopsis
1361	global_uvp5	Tomopteridae
1362	zooscan	Tomopteridae
1363	global_uvp5	Tomopteris
1364	whoi	Tontonia_appendiculariformis
1365	whoi	Tontonia_gracillima
1366	medplanktonset	Torodinium_spp
1367	global_uvp5	Trachymedusae
1368	medplanktonset	Trachymedusae
1369	planktoscope	Triceratium
1370	zoolake	trichocerca
1371	global_uvp5	puff
1372	global_uvp5	Trichodesmium
1373	global_uvp5	tuff
1374	jedioceans	LClass_Cy.1.Trichodesmium
1375	jedioceans	LClass_Cy.1.Trichodesmium_spp
1376	jedioceans	LClass_Cy.1.Trichodesmium_tuft
1377	jedioceans	LClass_Cy.2.Trichodesmium
1378	jedioceans	LClass_Cy.Trichodesmium_
1379	planktonset1.0	trichodesmium_bowtie
1380	planktonset1.0	trichodesmium_puff
1381	planktonset1.0	trichodesmium_tuft
1382	planktoscope	puff
1383	planktoscope	Trichodesmium
1384	uvp6net	puff
1385	uvp6net	tuff
1386	zoocamnet	Trichodesmium
1387	global_uvp5	like<Trichodesmium
1388	planktonset1.0	trichodesmium_multiple
1389	medplanktonset	Trieres_mobiliensis
1390	planktoscope	Trigonium
1391	jedioceans	LClass_Df.02.Ceratium
1392	medplanktonset	Tripos_spp
1393	zooscan	Neoceratium
1394	medplanktonset	Tripos_muelleri-like
1395	planktoscope	neoceratium falcatum inflatum mix
1396	planktoscope	Tripos arcticus
1397	medplanktonset	Tripos_arietinus
1398	planktoscope	Neoceratium arietinum
1399	medplanktonset	Tripos_azoricus
1400	planktoscope	Neoceratium azoricum
1401	planktoscope	Neoceratium belone
1402	planktoscope	Neoceratium breve
1403	planktoscope	Neoceratium candelabrum
1404	medplanktonset	Tripos_concilians
1405	medplanktonset	Tripos_contortus
1406	planktoscope	Neoceratium contortum
1407	medplanktonset	Tripos_declinatus
1408	planktoscope	Neoceratium declinatum
1409	medplanktonset	Tripos_euarcuatus
1410	planktoscope	Neoceratium extensum
1411	flowcamnet	Neoceratium furca
1412	medplanktonset	Tripos_furca
1413	planktoscope	Neoceratium furca_Neoceratium
1414	flowcamnet	Neoceratium fusus
1415	medplanktonset	Tripos_fusus
1416	planktoscope	Neoceratium fusus_Neoceratium
1417	planktoscope	Neoceratium geniculatum
1418	planktoscope	Neoceratium praeolongum
1419	planktoscope	Neoceratium gravidum
1420	planktoscope	Neoceratium hexacanthum
1421	medplanktonset	Tripos_horridus
1422	planktoscope	Neoceratium incisum
1423	planktoscope	Neoceratium limulus
1424	planktoscope	Neoceratium lineatum
1425	medplanktonset	Tripos_macroceros
1426	planktoscope	Neoceratium macroceros
1427	planktoscope	Neoceratium massiliense
1428	medplanktonset	Tripos_cf._minutus
1429	planktoscope	Neoceratium paradoxides
1430	flowcamnet	Neoceratium pentagonum
1431	medplanktonset	Tripos_pentagonus
1432	planktoscope	Neoceratium pentagonum
1433	planktoscope	Neoceratium petersii
1434	planktoscope	Neoceratium platycorne
1435	planktoscope	Neoceratium pulchellum
1436	planktoscope	Neoceratium ranipes
1437	medplanktonset	Tripos_symmetricus
1438	planktoscope	Neoceratium symmetricum
1439	medplanktonset	Tripos_teres
1440	planktoscope	Neoceratium teres
1441	planktoscope	Neoceratium trichoceros
1442	planktoscope	Triposolenia_Amphisoleniaceae_Dinophysiales
1443	jedioceans	LClass_hydracarina
1444	jedioceans	LClass_hydracarina_
1445	global_uvp5	Tuscaroridae
1446	medplanktonset	Umbilicosphaera_sibogae
1447	flowcamnet	Undellidae
1448	planktoscope	Undellidae
1449	zoolake	unknown_plankton
1450	global_uvp5	t001
1451	global_uvp5	t002
1452	global_uvp5	t003
1453	global_uvp5	t004
1454	global_uvp5	t006
1455	global_uvp5	t007
1456	global_uvp5	t010
1457	global_uvp5	t011
1458	global_uvp5	t013
1459	global_uvp5	t018
1460	global_uvp5	t019
1461	jedioceans	LClass_doubt
1462	jedioceans	LClass_Doubts
1463	jedioceans	LClass_Doutbs
1464	jedioceans	LClass_unknown
1465	jedioceans	LClass_Unkown
1466	planktonset1.0	unknown_blobs_and_smudges
1467	planktonset1.0	unknown_sticks
1468	planktonset1.0	unknown_unclassified
1469	uvp6net	t004
1470	uvp6net	t011
1471	zoolake	unknown
1472	zoolake	uroglena
1473	syke_ifcb_2022	Uroglenopsis_sp
1474	lensless	VOLVOX
1475	medplanktonset	Warnowia_polyphemus
1476	syke_ifcb_2022	Snowella-Woronichinia
1477	planktoscope	Xystonella
1478	flowcamnet	Xystonellidae
1479	planktoscope	Xystonellidae
1480	planktoscope	Xystonellopsis
1481	planktoscope	Xystonellopsis paradoxa
1482	global_uvp5	Zoantharia
1483	whoi	zooplankton
1484	planktoscope	Zoothamniidae
1485	frepj	Arachnida,Trombidiformes,Hydrachnidia,Ge._unk,Ge._unk
1486	frepj	Branchiopoda,Diplostraca,Bosminidae,Bosmina,Bosmina fatalis
1487	frepj	Branchiopoda,Diplostraca,Bosminidae,Bosmina,Bosmina freyi
1488	frepj	Branchiopoda,Diplostraca,Bosminidae,Bosmina,Bosmina longirostris
1489	frepj	Branchiopoda,Diplostraca,Bosminidae,Bosmina,Bosmina tanakai
1490	frepj	Branchiopoda,Diplostraca,Bosminidae,Bosmina,Sp._unk
1491	frepj	Branchiopoda,Diplostraca,Bosminidae,Bosminopsis,Bosminopsis deitersi
1492	frepj	Branchiopoda,Diplostraca,Chydoridae,Alona,Alona affinis
1493	frepj	Branchiopoda,Diplostraca,Chydoridae,Alona,Alona costata
1494	frepj	Branchiopoda,Diplostraca,Chydoridae,Alona,Alona guttata
1495	frepj	Branchiopoda,Diplostraca,Chydoridae,Alona,Alona intermedia
1496	frepj	Branchiopoda,Diplostraca,Chydoridae,Alona,Sp._unk
1497	frepj	Branchiopoda,Diplostraca,Chydoridae,Alonella,Alonella excisa
1498	frepj	Branchiopoda,Diplostraca,Chydoridae,Camptocercus,Camptocercus australis
1499	frepj	Branchiopoda,Diplostraca,Chydoridae,Camptocercus,Sp._unk
1500	frepj	Branchiopoda,Diplostraca,Chydoridae,Chydorus,Chydorus brevilabris
1501	frepj	Branchiopoda,Diplostraca,Chydoridae,Chydorus,Chydorus sphaericus
1502	frepj	Branchiopoda,Diplostraca,Chydoridae,Chydorus,Sp._unk
1503	frepj	Branchiopoda,Diplostraca,Chydoridae,Disparalona,Disparalona rostrata
1504	frepj	Branchiopoda,Diplostraca,Chydoridae,Ge._unk,Ge._unk
1505	frepj	Branchiopoda,Diplostraca,Chydoridae,Leydigia,Leydigia cliata
1506	frepj	Branchiopoda,Diplostraca,Chydoridae,Leydigia,Leydigia leydigi
1507	frepj	Branchiopoda,Diplostraca,Chydoridae,Monospilus,Monospilus dispar
1508	frepj	Branchiopoda,Diplostraca,Chydoridae,Pleuroxus,Pleuroxus hamulatus
1509	frepj	Branchiopoda,Diplostraca,Chydoridae,Pleuroxus,Pleuroxus laevis
1510	frepj	Branchiopoda,Diplostraca,Daphniida,Simocephalus,Simocephalus serrulatus
1511	frepj	Branchiopoda,Diplostraca,Daphniida,Simocephalus,Simocephalus vetulus
