subject_id	predicate_id	object_id	mapping_justification	mapping_date	author_id	confidence	comment
pzt:000002	skos:exactMatch	ecotaxa_legacy:208	semapv:UnspecifiedMatching				
pzt:000002	skos:exactMatch	ecotaxa_legacy:688	semapv:UnspecifiedMatching				
pzt:000002	skos:exactMatch	ecotaxa_legacy:714	semapv:UnspecifiedMatching				
pzt:000005	skos:exactMatch	ecotaxa_legacy:205	semapv:UnspecifiedMatching				
pzt:000005	skos:exactMatch	ecotaxa_legacy:667	semapv:UnspecifiedMatching				
pzt:000005	skos:exactMatch	ecotaxa_legacy:715	semapv:UnspecifiedMatching				
pzt:000008	skos:exactMatch	ecotaxa_legacy:207	semapv:UnspecifiedMatching				
pzt:000008	skos:exactMatch	ecotaxa_legacy:666	semapv:UnspecifiedMatching				
pzt:000008	skos:exactMatch	ecotaxa_legacy:717	semapv:UnspecifiedMatching				
pzt:000010	skos:exactMatch	ecotaxa_legacy:213	semapv:UnspecifiedMatching				
pzt:000010	skos:exactMatch	ecotaxa_legacy:226	semapv:UnspecifiedMatching				
pzt:000010	skos:exactMatch	ecotaxa_legacy:552	semapv:UnspecifiedMatching				
pzt:000010	skos:exactMatch	ecotaxa_legacy:750	semapv:UnspecifiedMatching				
pzt:000014	skos:exactMatch	ecotaxa_legacy:204	semapv:UnspecifiedMatching				
pzt:000014	skos:exactMatch	ecotaxa_legacy:576	semapv:UnspecifiedMatching				
pzt:000015	skos:exactMatch	ecotaxa_legacy:577	semapv:UnspecifiedMatching				
pzt:000036	skos:exactMatch	ecotaxa_legacy:716	semapv:UnspecifiedMatching				
pzt:000038	skos:exactMatch	ecotaxa_legacy:215	semapv:UnspecifiedMatching				
pzt:000044	skos:exactMatch	ncbi:33208	semapv:UnspecifiedMatching				
pzt:000044	skos:exactMatch	wikidata:Q729	semapv:UnspecifiedMatching				
pzt:000044	skos:exactMatch	worms:2	semapv:UnspecifiedMatching				
pzt:000045	skos:exactMatch	bold:2	semapv:UnspecifiedMatching				
pzt:000045	skos:exactMatch	ecotaxa_legacy:558	semapv:UnspecifiedMatching				
pzt:000045	skos:exactMatch	ecotaxa_legacy:632	semapv:UnspecifiedMatching				
pzt:000045	skos:exactMatch	ncbi:6340	semapv:UnspecifiedMatching				
pzt:000045	skos:exactMatch	wikidata:Q25522	semapv:UnspecifiedMatching				
pzt:000045	skos:exactMatch	worms:882	semapv:UnspecifiedMatching				
pzt:000046	skos:exactMatch	bold:24489	semapv:UnspecifiedMatching				
pzt:000046	skos:exactMatch	ecotaxa_legacy:558	semapv:UnspecifiedMatching				
pzt:000046	skos:exactMatch	ecotaxa_legacy:632	semapv:UnspecifiedMatching				
pzt:000046	skos:exactMatch	ncbi:6341	semapv:UnspecifiedMatching				
pzt:000046	skos:exactMatch	wikidata:Q18952	semapv:UnspecifiedMatching				
pzt:000046	skos:exactMatch	worms:883	semapv:UnspecifiedMatching				
pzt:000047	skos:exactMatch	bold:25265	semapv:UnspecifiedMatching				
pzt:000047	skos:exactMatch	ecotaxa_legacy:558	semapv:UnspecifiedMatching				
pzt:000047	skos:exactMatch	ecotaxa_legacy:632	semapv:UnspecifiedMatching				
pzt:000047	skos:exactMatch	ncbi:6348	semapv:UnspecifiedMatching				
pzt:000047	skos:exactMatch	wikidata:Q733080	semapv:UnspecifiedMatching				
pzt:000047	skos:exactMatch	worms:892	semapv:UnspecifiedMatching				
pzt:000048	skos:exactMatch	bold:29430	semapv:UnspecifiedMatching				
pzt:000048	skos:exactMatch	ecotaxa_legacy:558	semapv:UnspecifiedMatching				
pzt:000048	skos:exactMatch	ecotaxa_legacy:632	semapv:UnspecifiedMatching				
pzt:000048	skos:exactMatch	ncbi:195257	semapv:UnspecifiedMatching				
pzt:000048	skos:exactMatch	wikidata:Q3917508	semapv:UnspecifiedMatching				
pzt:000048	skos:exactMatch	worms:931	semapv:UnspecifiedMatching				
pzt:000049	skos:exactMatch	worms:932	semapv:UnspecifiedMatching				
pzt:000050	skos:exactMatch	bold:125419	semapv:UnspecifiedMatching				
pzt:000050	skos:exactMatch	ecotaxa_legacy:201	semapv:UnspecifiedMatching				
pzt:000050	skos:exactMatch	ecotaxa_legacy:364	semapv:UnspecifiedMatching				
pzt:000050	skos:exactMatch	ncbi:397572	semapv:UnspecifiedMatching				
pzt:000050	skos:exactMatch	wikidata:Q3897245	semapv:UnspecifiedMatching				
pzt:000050	skos:exactMatch	worms:958	semapv:UnspecifiedMatching				
pzt:000051	skos:exactMatch	bold:178448	semapv:UnspecifiedMatching				
pzt:000051	skos:exactMatch	ecotaxa_legacy:201	semapv:UnspecifiedMatching				
pzt:000051	skos:exactMatch	ecotaxa_legacy:364	semapv:UnspecifiedMatching				
pzt:000051	skos:exactMatch	ncbi:397573	semapv:UnspecifiedMatching				
pzt:000051	skos:exactMatch	wikidata:Q3280378	semapv:UnspecifiedMatching				
pzt:000051	skos:exactMatch	worms:129715	semapv:UnspecifiedMatching				
pzt:000054	skos:exactMatch	worms:129642	semapv:UnspecifiedMatching				
pzt:000056	skos:exactMatch	bold:125431	semapv:UnspecifiedMatching				
pzt:000056	skos:exactMatch	ecotaxa_legacy:558	semapv:UnspecifiedMatching				
pzt:000056	skos:exactMatch	ecotaxa_legacy:632	semapv:UnspecifiedMatching				
pzt:000056	skos:exactMatch	ncbi:278013	semapv:UnspecifiedMatching				
pzt:000056	skos:exactMatch	wikidata:Q3556969	semapv:UnspecifiedMatching				
pzt:000056	skos:exactMatch	worms:920	semapv:UnspecifiedMatching				
pzt:000057	skos:exactMatch	bold:506616	semapv:UnspecifiedMatching				
pzt:000057	skos:exactMatch	ecotaxa_legacy:558	semapv:UnspecifiedMatching				
pzt:000057	skos:exactMatch	ecotaxa_legacy:632	semapv:UnspecifiedMatching				
pzt:000057	skos:exactMatch	ncbi:702659	semapv:UnspecifiedMatching				
pzt:000057	skos:exactMatch	wikidata:Q7656187	semapv:UnspecifiedMatching				
pzt:000057	skos:exactMatch	worms:413514	semapv:UnspecifiedMatching				
pzt:000059	skos:exactMatch	bold:201270	semapv:UnspecifiedMatching				
pzt:000059	skos:exactMatch	ecotaxa_legacy:558	semapv:UnspecifiedMatching				
pzt:000059	skos:exactMatch	ecotaxa_legacy:632	semapv:UnspecifiedMatching				
pzt:000059	skos:exactMatch	ncbi:527962	semapv:UnspecifiedMatching				
pzt:000059	skos:exactMatch	wikidata:Q3901525	semapv:UnspecifiedMatching				
pzt:000059	skos:exactMatch	worms:324750	semapv:UnspecifiedMatching				
pzt:000060	skos:exactMatch	bold:201268	semapv:UnspecifiedMatching				
pzt:000060	skos:exactMatch	ecotaxa_legacy:558	semapv:UnspecifiedMatching				
pzt:000060	skos:exactMatch	ecotaxa_legacy:632	semapv:UnspecifiedMatching				
pzt:000060	skos:exactMatch	ncbi:307604	semapv:UnspecifiedMatching				
pzt:000060	skos:exactMatch	wikidata:Q18172393	semapv:UnspecifiedMatching				
pzt:000060	skos:exactMatch	worms:324619	semapv:UnspecifiedMatching				
pzt:000061	skos:exactMatch	worms:982	semapv:UnspecifiedMatching				
pzt:000062	skos:exactMatch	bold:20	semapv:UnspecifiedMatching				
pzt:000062	skos:exactMatch	ncbi:6656	semapv:UnspecifiedMatching				
pzt:000062	skos:exactMatch	wikidata:Q1360	semapv:UnspecifiedMatching				
pzt:000062	skos:exactMatch	worms:1065	semapv:UnspecifiedMatching				
pzt:000064	skos:exactMatch	bold:298	semapv:UnspecifiedMatching				
pzt:000064	skos:exactMatch	ncbi:83136	semapv:UnspecifiedMatching				
pzt:000064	skos:exactMatch	wikidata:Q686325	semapv:UnspecifiedMatching				
pzt:000064	skos:exactMatch	worms:182702	semapv:UnspecifiedMatching				
pzt:000065	skos:exactMatch	bold:174581	semapv:UnspecifiedMatching				
pzt:000065	skos:exactMatch	ncbi:94797	semapv:UnspecifiedMatching				
pzt:000065	skos:exactMatch	wikidata:Q1104692	semapv:UnspecifiedMatching				
pzt:000065	skos:exactMatch	worms:1484	semapv:UnspecifiedMatching				
pzt:000067	skos:exactMatch	bold:68	semapv:UnspecifiedMatching				
pzt:000067	skos:exactMatch	ncbi:6658	semapv:UnspecifiedMatching				
pzt:000067	skos:exactMatch	wikidata:Q188360	semapv:UnspecifiedMatching				
pzt:000067	skos:exactMatch	worms:1069	semapv:UnspecifiedMatching				
pzt:000070	skos:exactMatch	bold:4568	semapv:UnspecifiedMatching				
pzt:000070	skos:exactMatch	ncbi:27402	semapv:UnspecifiedMatching				
pzt:000070	skos:exactMatch	wikidata:Q618980	semapv:UnspecifiedMatching				
pzt:000070	skos:exactMatch	worms:106265	semapv:UnspecifiedMatching				
pzt:000071	skos:broadMatch	bold:4568	semapv:LogicalReasoning				
pzt:000071	skos:broadMatch	ncbi:27402	semapv:LogicalReasoning				
pzt:000071	skos:broadMatch	wikidata:Q618980	semapv:LogicalReasoning				
pzt:000071	skos:broadMatch	worms:106265	semapv:LogicalReasoning				
pzt:000072	skos:broadMatch	bold:4568	semapv:LogicalReasoning				
pzt:000072	skos:broadMatch	ncbi:27402	semapv:LogicalReasoning				
pzt:000072	skos:broadMatch	wikidata:Q618980	semapv:LogicalReasoning				
pzt:000072	skos:broadMatch	worms:106265	semapv:LogicalReasoning				
pzt:000073	skos:broadMatch	bold:4568	semapv:LogicalReasoning				
pzt:000073	skos:broadMatch	ncbi:27402	semapv:LogicalReasoning				
pzt:000073	skos:broadMatch	wikidata:Q618980	semapv:LogicalReasoning				
pzt:000073	skos:broadMatch	worms:106265	semapv:LogicalReasoning				
pzt:000074	skos:broadMatch	bold:4568	semapv:LogicalReasoning				
pzt:000074	skos:broadMatch	ncbi:27402	semapv:LogicalReasoning				
pzt:000074	skos:broadMatch	wikidata:Q618980	semapv:LogicalReasoning				
pzt:000074	skos:broadMatch	worms:106265	semapv:LogicalReasoning				
pzt:000076	skos:exactMatch	bold:4592	semapv:UnspecifiedMatching				
pzt:000076	skos:exactMatch	ncbi:77671	semapv:UnspecifiedMatching				
pzt:000076	skos:exactMatch	wikidata:Q6549092	semapv:UnspecifiedMatching				
pzt:000076	skos:exactMatch	worms:148376	semapv:UnspecifiedMatching				
pzt:000077	skos:broadMatch	bold:4592	semapv:LogicalReasoning				
pzt:000077	skos:broadMatch	ncbi:77671	semapv:LogicalReasoning				
pzt:000077	skos:broadMatch	wikidata:Q6549092	semapv:LogicalReasoning				
pzt:000077	skos:broadMatch	worms:148376	semapv:LogicalReasoning				
pzt:000078	skos:broadMatch	bold:4592	semapv:LogicalReasoning				
pzt:000078	skos:broadMatch	ncbi:77671	semapv:LogicalReasoning				
pzt:000078	skos:broadMatch	wikidata:Q6549092	semapv:LogicalReasoning				
pzt:000078	skos:broadMatch	worms:148376	semapv:LogicalReasoning				
pzt:000079	skos:broadMatch	bold:4592	semapv:LogicalReasoning				
pzt:000079	skos:broadMatch	ncbi:77671	semapv:LogicalReasoning				
pzt:000079	skos:broadMatch	wikidata:Q6549092	semapv:LogicalReasoning				
pzt:000079	skos:broadMatch	worms:148376	semapv:LogicalReasoning				
pzt:000080	skos:exactMatch	bold:4582	semapv:UnspecifiedMatching				
pzt:000080	skos:exactMatch	ncbi:6668	semapv:UnspecifiedMatching				
pzt:000080	skos:exactMatch	wikidata:Q269354	semapv:UnspecifiedMatching				
pzt:000080	skos:exactMatch	worms:148370	semapv:UnspecifiedMatching				
pzt:000081	skos:broadMatch	bold:4582	semapv:LogicalReasoning				
pzt:000081	skos:broadMatch	ncbi:6668	semapv:LogicalReasoning				
pzt:000081	skos:broadMatch	wikidata:Q269354	semapv:LogicalReasoning				
pzt:000081	skos:broadMatch	worms:148370	semapv:LogicalReasoning				
pzt:000082	skos:broadMatch	bold:4582	semapv:LogicalReasoning				
pzt:000082	skos:broadMatch	ncbi:6668	semapv:LogicalReasoning				
pzt:000082	skos:broadMatch	wikidata:Q269354	semapv:LogicalReasoning				
pzt:000082	skos:broadMatch	worms:148370	semapv:LogicalReasoning				
pzt:000083	skos:broadMatch	bold:4582	semapv:LogicalReasoning				
pzt:000083	skos:broadMatch	ncbi:6668	semapv:LogicalReasoning				
pzt:000083	skos:broadMatch	wikidata:Q269354	semapv:LogicalReasoning				
pzt:000083	skos:broadMatch	worms:148370	semapv:LogicalReasoning				
pzt:000084	skos:broadMatch	bold:4582	semapv:LogicalReasoning				
pzt:000084	skos:broadMatch	ncbi:6668	semapv:LogicalReasoning				
pzt:000084	skos:broadMatch	wikidata:Q269354	semapv:LogicalReasoning				
pzt:000084	skos:broadMatch	worms:148370	semapv:LogicalReasoning				
pzt:000085	skos:broadMatch	bold:4582	semapv:LogicalReasoning				
pzt:000085	skos:broadMatch	ncbi:6668	semapv:LogicalReasoning				
pzt:000085	skos:broadMatch	wikidata:Q269354	semapv:LogicalReasoning				
pzt:000085	skos:broadMatch	worms:148370	semapv:LogicalReasoning				
pzt:000086	skos:broadMatch	bold:4582	semapv:LogicalReasoning				
pzt:000086	skos:broadMatch	ncbi:6668	semapv:LogicalReasoning				
pzt:000086	skos:broadMatch	wikidata:Q269354	semapv:LogicalReasoning				
pzt:000086	skos:broadMatch	worms:148370	semapv:LogicalReasoning				
pzt:000087	skos:broadMatch	bold:4582	semapv:LogicalReasoning				
pzt:000087	skos:broadMatch	ncbi:6668	semapv:LogicalReasoning				
pzt:000087	skos:broadMatch	wikidata:Q269354	semapv:LogicalReasoning				
pzt:000087	skos:broadMatch	worms:148370	semapv:LogicalReasoning				
pzt:000088	skos:broadMatch	bold:4582	semapv:LogicalReasoning				
pzt:000088	skos:broadMatch	ncbi:6668	semapv:LogicalReasoning				
pzt:000088	skos:broadMatch	wikidata:Q269354	semapv:LogicalReasoning				
pzt:000088	skos:broadMatch	worms:148370	semapv:LogicalReasoning				
pzt:000091	skos:exactMatch	bold:5262	semapv:UnspecifiedMatching				
pzt:000091	skos:exactMatch	ncbi:117531	semapv:UnspecifiedMatching				
pzt:000091	skos:exactMatch	wikidata:Q4561167	semapv:UnspecifiedMatching				
pzt:000091	skos:exactMatch	worms:234062	semapv:UnspecifiedMatching				
pzt:000092	skos:broadMatch	bold:5262	semapv:LogicalReasoning				
pzt:000092	skos:broadMatch	ncbi:117531	semapv:LogicalReasoning				
pzt:000092	skos:broadMatch	wikidata:Q4561167	semapv:LogicalReasoning				
pzt:000092	skos:broadMatch	worms:234062	semapv:LogicalReasoning				
pzt:000093	skos:broadMatch	bold:5262	semapv:LogicalReasoning				
pzt:000093	skos:broadMatch	ncbi:117531	semapv:LogicalReasoning				
pzt:000093	skos:broadMatch	wikidata:Q4561167	semapv:LogicalReasoning				
pzt:000093	skos:broadMatch	worms:234062	semapv:LogicalReasoning				
pzt:000094	skos:broadMatch	bold:5262	semapv:LogicalReasoning				
pzt:000094	skos:broadMatch	ncbi:117531	semapv:LogicalReasoning				
pzt:000094	skos:broadMatch	wikidata:Q4561167	semapv:LogicalReasoning				
pzt:000094	skos:broadMatch	worms:234062	semapv:LogicalReasoning				
pzt:000095	skos:broadMatch	bold:5262	semapv:LogicalReasoning				
pzt:000095	skos:broadMatch	ncbi:117531	semapv:LogicalReasoning				
pzt:000095	skos:broadMatch	wikidata:Q4561167	semapv:LogicalReasoning				
pzt:000095	skos:broadMatch	worms:234062	semapv:LogicalReasoning				
pzt:000096	skos:broadMatch	bold:5262	semapv:LogicalReasoning				
pzt:000096	skos:broadMatch	ncbi:117531	semapv:LogicalReasoning				
pzt:000096	skos:broadMatch	wikidata:Q4561167	semapv:LogicalReasoning				
pzt:000096	skos:broadMatch	worms:234062	semapv:LogicalReasoning				
pzt:000097	skos:exactMatch	bold:103352	semapv:UnspecifiedMatching				
pzt:000097	skos:exactMatch	ecotaxa_legacy:358	semapv:UnspecifiedMatching				
pzt:000097	skos:exactMatch	ncbi:124139	semapv:UnspecifiedMatching				
pzt:000097	skos:exactMatch	wikidata:Q15728876	semapv:UnspecifiedMatching				
pzt:000097	skos:exactMatch	worms:106266	semapv:UnspecifiedMatching				
pzt:000098	skos:exactMatch	bold:103353	semapv:UnspecifiedMatching				
pzt:000098	skos:exactMatch	ecotaxa_legacy:358	semapv:UnspecifiedMatching				
pzt:000098	skos:exactMatch	ncbi:124140	semapv:UnspecifiedMatching				
pzt:000098	skos:exactMatch	wikidata:Q4549909	semapv:UnspecifiedMatching				
pzt:000098	skos:exactMatch	worms:106272	semapv:UnspecifiedMatching				
pzt:000102	skos:exactMatch	ncbi:189689	semapv:UnspecifiedMatching				
pzt:000102	skos:exactMatch	wikidata:Q4570957	semapv:UnspecifiedMatching				
pzt:000102	skos:exactMatch	worms:933270	semapv:UnspecifiedMatching				
pzt:000103	skos:exactMatch	bold:1573	semapv:UnspecifiedMatching				
pzt:000103	skos:exactMatch	ncbi:77713	semapv:UnspecifiedMatching				
pzt:000103	skos:exactMatch	wikidata:Q4569514	semapv:UnspecifiedMatching				
pzt:000103	skos:exactMatch	worms:148356	semapv:UnspecifiedMatching				
pzt:000104	skos:exactMatch	bold:5249	semapv:UnspecifiedMatching				
pzt:000104	skos:exactMatch	ncbi:362317	semapv:UnspecifiedMatching				
pzt:000104	skos:exactMatch	wikidata:Q4734358	semapv:UnspecifiedMatching				
pzt:000104	skos:exactMatch	worms:148383	semapv:UnspecifiedMatching				
pzt:000107	skos:exactMatch	bold:71408	semapv:UnspecifiedMatching				
pzt:000107	skos:exactMatch	ncbi:1917096	semapv:UnspecifiedMatching				
pzt:000107	skos:exactMatch	wikidata:Q4561166	semapv:UnspecifiedMatching				
pzt:000107	skos:exactMatch	worms:593151	semapv:UnspecifiedMatching				
pzt:000108	skos:exactMatch	wikidata:Q4553091	semapv:UnspecifiedMatching				
pzt:000108	skos:exactMatch	worms:1302235	semapv:UnspecifiedMatching				
pzt:000110	skos:exactMatch	ncbi:1071220	semapv:UnspecifiedMatching				
pzt:000110	skos:exactMatch	wikidata:Q4544671	semapv:UnspecifiedMatching				
pzt:000110	skos:exactMatch	worms:1302980	semapv:UnspecifiedMatching				
pzt:000111	skos:exactMatch	bold:5250	semapv:UnspecifiedMatching				
pzt:000111	skos:exactMatch	ncbi:362319	semapv:UnspecifiedMatching				
pzt:000111	skos:exactMatch	wikidata:Q4553018	semapv:UnspecifiedMatching				
pzt:000111	skos:exactMatch	worms:593107	semapv:UnspecifiedMatching				
pzt:000112	skos:exactMatch	wikidata:Q21258897	semapv:UnspecifiedMatching				
pzt:000112	skos:exactMatch	worms:1302341	semapv:UnspecifiedMatching				
pzt:000113	skos:exactMatch	bold:5255	semapv:UnspecifiedMatching				
pzt:000113	skos:exactMatch	ncbi:77744	semapv:UnspecifiedMatching				
pzt:000113	skos:exactMatch	wikidata:Q4566638	semapv:UnspecifiedMatching				
pzt:000113	skos:exactMatch	worms:148377	semapv:UnspecifiedMatching				
pzt:000114	skos:exactMatch	bold:48339	semapv:UnspecifiedMatching				
pzt:000114	skos:exactMatch	ncbi:362310	semapv:UnspecifiedMatching				
pzt:000114	skos:exactMatch	wikidata:Q4555689	semapv:UnspecifiedMatching				
pzt:000114	skos:exactMatch	worms:1302406	semapv:UnspecifiedMatching				
pzt:000115	skos:exactMatch	bold:78201	semapv:UnspecifiedMatching				
pzt:000115	skos:exactMatch	ncbi:77745	semapv:UnspecifiedMatching				
pzt:000115	skos:exactMatch	wikidata:Q4557580	semapv:UnspecifiedMatching				
pzt:000115	skos:exactMatch	worms:148406	semapv:UnspecifiedMatching				
pzt:000117	skos:exactMatch	bold:191237	semapv:UnspecifiedMatching				
pzt:000117	skos:exactMatch	ncbi:1917127	semapv:UnspecifiedMatching				
pzt:000117	skos:exactMatch	wikidata:Q4565765	semapv:UnspecifiedMatching				
pzt:000117	skos:exactMatch	worms:148402	semapv:UnspecifiedMatching				
pzt:000119	skos:exactMatch	bold:52789	semapv:UnspecifiedMatching				
pzt:000119	skos:exactMatch	ncbi:527154	semapv:UnspecifiedMatching				
pzt:000119	skos:exactMatch	wikidata:Q4559277	semapv:UnspecifiedMatching				
pzt:000119	skos:exactMatch	worms:148386	semapv:UnspecifiedMatching				
pzt:000120	skos:exactMatch	wikidata:Q4549679	semapv:UnspecifiedMatching				
pzt:000120	skos:exactMatch	worms:148411	semapv:UnspecifiedMatching				
pzt:000122	skos:exactMatch	bold:191241	semapv:UnspecifiedMatching				
pzt:000122	skos:exactMatch	wikidata:Q4545545	semapv:UnspecifiedMatching				
pzt:000122	skos:exactMatch	worms:412824	semapv:UnspecifiedMatching				
pzt:000124	skos:exactMatch	wikidata:Q107064992	semapv:UnspecifiedMatching				
pzt:000124	skos:exactMatch	worms:1303559	semapv:UnspecifiedMatching				
pzt:000125	skos:exactMatch	wikidata:Q50770444	semapv:UnspecifiedMatching				
pzt:000125	skos:exactMatch	worms:1303978	semapv:UnspecifiedMatching				
pzt:000128	skos:exactMatch	bold:51840	semapv:UnspecifiedMatching				
pzt:000128	skos:exactMatch	ncbi:117539	semapv:UnspecifiedMatching				
pzt:000128	skos:exactMatch	wikidata:Q6548961	semapv:UnspecifiedMatching				
pzt:000128	skos:exactMatch	worms:412852	semapv:UnspecifiedMatching				
pzt:000129	skos:exactMatch	bold:10044	semapv:UnspecifiedMatching				
pzt:000129	skos:exactMatch	ncbi:77651	semapv:UnspecifiedMatching				
pzt:000129	skos:exactMatch	wikidata:Q2098807	semapv:UnspecifiedMatching				
pzt:000129	skos:exactMatch	worms:148404	semapv:UnspecifiedMatching				
pzt:000132	skos:exactMatch	wikidata:Q136802257	semapv:UnspecifiedMatching				
pzt:000135	skos:exactMatch	bold:8953	semapv:UnspecifiedMatching				
pzt:000135	skos:exactMatch	ncbi:77711	semapv:UnspecifiedMatching				
pzt:000135	skos:exactMatch	wikidata:Q4544645	semapv:UnspecifiedMatching				
pzt:000135	skos:exactMatch	worms:160273	semapv:UnspecifiedMatching				
pzt:000137	skos:exactMatch	bold:5237	semapv:UnspecifiedMatching				
pzt:000137	skos:exactMatch	ncbi:362306	semapv:UnspecifiedMatching				
pzt:000137	skos:exactMatch	wikidata:Q4546201	semapv:UnspecifiedMatching				
pzt:000137	skos:exactMatch	worms:593153	semapv:UnspecifiedMatching				
pzt:000139	skos:exactMatch	wikidata:Q37482091	semapv:UnspecifiedMatching				
pzt:000140	skos:exactMatch	ncbi:77664	semapv:UnspecifiedMatching				
pzt:000140	skos:exactMatch	wikidata:Q4543971	semapv:UnspecifiedMatching				
pzt:000140	skos:exactMatch	worms:412855	semapv:UnspecifiedMatching				
pzt:000141	skos:exactMatch	bold:52809	semapv:UnspecifiedMatching				
pzt:000141	skos:exactMatch	ncbi:152158	semapv:UnspecifiedMatching				
pzt:000141	skos:exactMatch	wikidata:Q4573229	semapv:UnspecifiedMatching				
pzt:000141	skos:exactMatch	worms:345486	semapv:UnspecifiedMatching				
pzt:000146	skos:exactMatch	bold:4564	semapv:UnspecifiedMatching				
pzt:000146	skos:exactMatch	ncbi:77706	semapv:UnspecifiedMatching				
pzt:000146	skos:exactMatch	wikidata:Q15886001	semapv:UnspecifiedMatching				
pzt:000146	skos:exactMatch	worms:247922	semapv:UnspecifiedMatching				
pzt:000147	skos:broadMatch	bold:4564	semapv:LogicalReasoning				
pzt:000147	skos:broadMatch	ncbi:77706	semapv:LogicalReasoning				
pzt:000147	skos:broadMatch	wikidata:Q15886001	semapv:LogicalReasoning				
pzt:000147	skos:broadMatch	worms:247922	semapv:LogicalReasoning				
pzt:000150	skos:exactMatch	bold:4559	semapv:UnspecifiedMatching				
pzt:000150	skos:exactMatch	ecotaxa_legacy:345	semapv:UnspecifiedMatching				
pzt:000150	skos:exactMatch	ncbi:141402	semapv:UnspecifiedMatching				
pzt:000150	skos:exactMatch	wikidata:Q4575907	semapv:UnspecifiedMatching				
pzt:000150	skos:exactMatch	worms:106267	semapv:UnspecifiedMatching				
pzt:000151	skos:exactMatch	bold:4557	semapv:UnspecifiedMatching				
pzt:000151	skos:exactMatch	ecotaxa_legacy:351	semapv:UnspecifiedMatching				
pzt:000151	skos:exactMatch	ecotaxa_legacy:363	semapv:UnspecifiedMatching				
pzt:000151	skos:exactMatch	ncbi:141399	semapv:UnspecifiedMatching				
pzt:000151	skos:exactMatch	wikidata:Q6551088	semapv:UnspecifiedMatching				
pzt:000151	skos:exactMatch	worms:106269	semapv:UnspecifiedMatching				
pzt:000152	skos:exactMatch	bold:979181	semapv:UnspecifiedMatching				
pzt:000152	skos:exactMatch	ecotaxa_legacy:175	semapv:UnspecifiedMatching				
pzt:000152	skos:exactMatch	ecotaxa_legacy:255	semapv:UnspecifiedMatching				
pzt:000152	skos:exactMatch	ecotaxa_legacy:563	semapv:UnspecifiedMatching				
pzt:000152	skos:exactMatch	ecotaxa_legacy:575	semapv:UnspecifiedMatching				
pzt:000152	skos:exactMatch	ncbi:6830	semapv:UnspecifiedMatching				
pzt:000152	skos:exactMatch	wikidata:Q189973	semapv:UnspecifiedMatching				
pzt:000152	skos:exactMatch	worms:1080	semapv:UnspecifiedMatching				
pzt:000153	skos:exactMatch	bold:386	semapv:UnspecifiedMatching				
pzt:000153	skos:exactMatch	ecotaxa_legacy:114	semapv:UnspecifiedMatching				
pzt:000153	skos:exactMatch	ecotaxa_legacy:320	semapv:UnspecifiedMatching				
pzt:000153	skos:exactMatch	ecotaxa_legacy:564	semapv:UnspecifiedMatching				
pzt:000153	skos:exactMatch	ncbi:6833	semapv:UnspecifiedMatching				
pzt:000153	skos:exactMatch	wikidata:Q478553	semapv:UnspecifiedMatching				
pzt:000153	skos:exactMatch	worms:1100	semapv:UnspecifiedMatching				
pzt:000154	skos:exactMatch	bold:1731	semapv:UnspecifiedMatching				
pzt:000154	skos:exactMatch	ecotaxa_legacy:49	semapv:UnspecifiedMatching				
pzt:000154	skos:exactMatch	ecotaxa_legacy:758	semapv:UnspecifiedMatching				
pzt:000154	skos:exactMatch	ncbi:121147	semapv:UnspecifiedMatching				
pzt:000154	skos:exactMatch	wikidata:Q3809261	semapv:UnspecifiedMatching				
pzt:000154	skos:exactMatch	worms:104074	semapv:UnspecifiedMatching				
pzt:000156	skos:exactMatch	bold:264636	semapv:UnspecifiedMatching				
pzt:000156	skos:exactMatch	ecotaxa_legacy:56	semapv:UnspecifiedMatching				
pzt:000156	skos:exactMatch	ncbi:201674	semapv:UnspecifiedMatching				
pzt:000156	skos:exactMatch	wikidata:Q6552416	semapv:UnspecifiedMatching				
pzt:000156	skos:exactMatch	worms:104140	semapv:UnspecifiedMatching				
pzt:000157	skos:exactMatch	bold:1722	semapv:UnspecifiedMatching				
pzt:000157	skos:exactMatch	ecotaxa_legacy:50	semapv:UnspecifiedMatching				
pzt:000157	skos:exactMatch	ncbi:6835	semapv:UnspecifiedMatching				
pzt:000157	skos:exactMatch	wikidata:Q3809091	semapv:UnspecifiedMatching				
pzt:000157	skos:exactMatch	worms:104079	semapv:UnspecifiedMatching				
pzt:000158	skos:exactMatch	bold:1757	semapv:UnspecifiedMatching				
pzt:000158	skos:exactMatch	ecotaxa_legacy:45	semapv:UnspecifiedMatching				
pzt:000158	skos:exactMatch	ncbi:207962	semapv:UnspecifiedMatching				
pzt:000158	skos:exactMatch	wikidata:Q18196358	semapv:UnspecifiedMatching				
pzt:000158	skos:exactMatch	worms:104080	semapv:UnspecifiedMatching				
pzt:000159	skos:exactMatch	bold:1713	semapv:UnspecifiedMatching				
pzt:000159	skos:exactMatch	ecotaxa_legacy:46	semapv:UnspecifiedMatching				
pzt:000159	skos:exactMatch	ecotaxa_legacy:761	semapv:UnspecifiedMatching				
pzt:000159	skos:exactMatch	ncbi:136181	semapv:UnspecifiedMatching				
pzt:000159	skos:exactMatch	wikidata:Q3808940	semapv:UnspecifiedMatching				
pzt:000159	skos:exactMatch	worms:104081	semapv:UnspecifiedMatching				
pzt:000160	skos:exactMatch	bold:5721	semapv:UnspecifiedMatching				
